Row.names	C1	P.Val1	C2	P.Val2	C3	P.Val3	C4	P.Val4	C5	P.Val5	Feature name (mandatory); this is the primary systematic name, if available	Gene name (locus name)	Primary CGDID	Description	Name of S. cerevisiae ortholog(s) (multiples separated by |)
CAGL0A00385g	CAGL0A00385g	0.503333333333334	0.00881046557696702	0.638666666666666	0.0213492906288975	0.216	0.149917327104762	0.489833333333333	0.0783961544427227	0.0485	0.885815905822882	CAGL0A00385g		CAL0126707	Ortholog(s) have nuclear import signal receptor activity, role in protein import into nucleus and cytoplasm, nucleus localization	KAP122
CAGL0A00407g	CAGL0A00407g	0.458166666666667	0.00535410504447806	0.772	0.00236040959925221	-0.00283333333333335	0.980845590246039	-0.0624999999999999	0.796447714131612	0.429333333333333	0.0503271154833685	CAGL0A00407g	SCL1	CAL0126727	Alpha 1 subunit of the 20S proteasome	SCL1
CAGL0A00429g	CAGL0A00429g	-0.3235	0.037870499557166	-1.14858333333333	0.000588538596591322	-0.0446666666666666	0.737284246115671	-0.351833333333333	0.133620878819834	-0.418	0.132557540825282	CAGL0A00429g	ERG4	CAL0126621	Putative C24 sterol reductase	ERG4
CAGL0A00451g	CAGL0A00451g	-0.0348333333333334	0.797188736812938	0.551416666666667	0.0278459465646302	0.487833333333333	0.00358346408182839	-0.116666666666667	0.682738034035148	0.167666666666667	0.540017639627004	CAGL0A00451g	PDR1	CAL0126583	Zinc finger transcription factor, activator of drug resistance genes via pleiotropic drug response elements (PDRE); regulates drug efflux pumps and controls multi-drug resistance; gene upregulated and/or mutated in azole-resistant strains	PDR1
CAGL0A00473g	CAGL0A00473g	-0.8285	0.000538582947021933	-0.622166666666667	0.00892682882107641	0.0378333333333334	0.808175533697729	0.0673333333333334	0.803127666711584	0.00699999999999996	0.984084704020486	CAGL0A00473g		CAL0126703	Ortholog(s) have mRNA binding activity	PUF4
CAGL0A00495g	CAGL0A00495g	-0.197666666666667	0.25702630206145	-0.221333333333333	0.294537309168241	-0.146	0.265059583545831	0.200333333333333	0.372129577201775	-0.150666666666667	0.462486598381297	CAGL0A00495g	PMA1	CAL0126953	Putative plasma membrane proton pump with a predicted role in pH homeostasis	PMA1
CAGL0A00517g	CAGL0A00517g	0.173	0.32883244446906	-0.0954166666666665	0.632913281678096	-0.0041666666666666	0.977927845526121	0.8825	0.00368240633772679	-0.0813333333333334	0.71400724196003	CAGL0A00517g		CAL0126587	Ortholog(s) have calcium transmembrane transporter activity, phosphorylative mechanism activity and role in calcium ion transport, cellular calcium ion homeostasis, cellular response to drug, pathogenesis, transmembrane transport	PMC1
CAGL0A00539g	CAGL0A00539g	0.8345	0.000162358774754459	1.06566666666667	0.000416056924463288	-0.343166666666667	0.00772058091679666	-0.233333333333333	0.294874755021438	-0.174	0.422271338243417	CAGL0A00539g		CAL0126913	Ortholog(s) have role in intra-Golgi vesicle-mediated transport, protein localization by the Cvt pathway and Golgi transport complex localization	COG7
CAGL0A00561g	CAGL0A00561g	0.6915	0.000428024137914224	0.865583333333333	0.00484317392390776	0.489166666666667	0.00192124755278323	0.6285	0.0187880576145039	-0.0680000000000001	0.836008646616899	CAGL0A00561g		CAL0126955	Ortholog(s) have role in proteasome regulatory particle assembly, ubiquitin-dependent protein catabolic process and cytosol, nucleus localization	RPN14
CAGL0A00583g	CAGL0A00583g	0.28	0.0447876634362011	0.627583333333333	0.00549831735325427	-0.0188333333333333	0.872901111916305	-0.377833333333333	0.0893505295506586	-0.1985	0.317224235214997	CAGL0A00583g		CAL0126565	Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	
CAGL0A00605g	CAGL0A00605g	-0.0411666666666667	0.73557855496705	0.0556666666666666	0.819294375965366	0.00983333333333334	0.940907211057138	0.263	0.219054604699741	-0.0141666666666667	0.96037932680805	CAGL0A00605g		CAL0126837	Ortholog(s) have anaphase-promoting complex binding, cyclin binding, ubiquitin ligase activator activity	CDH1
CAGL0A00627g	CAGL0A00627g	-0.9375	0.000906033577885914	-0.331333333333333	0.0873160013619979	-0.446333333333333	0.0102085098705329	0.1115	0.735593328692526	0.487333333333333	0.0318851226400115	CAGL0A00627g		CAL0126893	Ortholog(s) have role in endoplasmic reticulum to Golgi vesicle-mediated transport	ERP6
CAGL0A00649g	CAGL0A00649g	-0.0801666666666667	0.563431255763538	-0.0347499999999999	0.881479828052232	0.1055	0.384360114113031	-0.0359999999999999	0.884446027244089	0.122333333333333	0.591227970663745	CAGL0A00649g		CAL0126603	Protein of unknown function	
CAGL0A00715g	CAGL0A00715g	0.10925	0.407553590932906	-0.182833333333333	0.347589747205014	-0.0930833333333334	0.4481895310682	0.133	0.578265520369591	0.0634166666666667	0.809129721643239	CAGL0A00715g		CAL0126691	Protein of unknown function	
CAGL0A00737g	CAGL0A00737g	2.02683333333333	0.000396653479514769	0.979416666666667	0.000771536807455168	0.6115	0.0278632264428483	0.235	0.408160673206627	-0.192833333333334	0.469557209897847	CAGL0A00737g		CAL0126917	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	
CAGL0A00781g	CAGL0A00781g	0.273666666666667	0.0400520265132923	0.380833333333333	0.119098986884651	0.338333333333333	0.00770092221109878	0.1135	0.666802101335732	-0.0383333333333333	0.892078379243736	CAGL0A00781g		CAL0126547	Has domain(s) with predicted zinc ion binding activity	
CAGL0A00803g	CAGL0A00803g	0.176166666666667	0.114101040998389	0.073	0.730724516472116	0.322083333333333	0.0187876627152967	0.343	0.0990381574796698	-0.159833333333333	0.426812338366012	CAGL0A00803g		CAL0126933	Protein of unknown function	
CAGL0A00825g	CAGL0A00825g	-0.672166666666667	0.00084106739384303	-0.484833333333333	0.0229101447156516	-0.562333333333333	0.00123682901013485	0.0765	0.724589633120652	0.052	0.826378081095966	CAGL0A00825g		CAL0126561	Has domain(s) with predicted role in chromatin remodeling and nuclear chromosome localization	
CAGL0A00847g	CAGL0A00847g	-0.8505	0.000158522147228145	-0.313833333333333	0.125365272176921	0.456333333333334	0.00648762023412223	0.207666666666667	0.294302471349818	0.142166666666667	0.493931073105639	CAGL0A00847g		CAL0126759	Ortholog(s) have tRNA-specific adenosine deaminase activity, tRNA-specific adenosine-34 deaminase activity, role in tRNA modification, tRNA wobble adenosine to inosine editing and tRNA-specific adenosine-34 deaminase complex localization	TAD3
CAGL0A00869g	CAGL0A00869g	0.323333333333333	0.0486163464587186	0.1685	0.44718279242944	0.50825	0.00882648562997104	0.331833333333333	0.110010425223712	-0.3045	0.185318299496648	CAGL0A00869g	EST2	CAL0126685	Telomerase catalytic subunit	EST2
CAGL0A00891g	CAGL0A00891g	-0.122666666666667	0.399909949785635	0.191916666666667	0.412254755349235	-0.2685	0.0528939260170434	0.0943333333333333	0.736673407677067	0.187166666666667	0.489964184430975	CAGL0A00891g		CAL0126915	Ortholog(s) have actin binding, cytoskeletal regulatory protein binding, enzyme activator activity	BUD6
CAGL0A00913g	CAGL0A00913g	0.137666666666667	0.326810288724073	-0.0222500000000001	0.934235732359504	0.183333333333333	0.165413967177509	-0.354	0.128594836035285	-0.1315	0.656829247528257	CAGL0A00913g		CAL0126773	Ortholog(s) have role in cellular response to DNA damage stimulus, double-strand break repair, meiotic sister chromatid segregation, recombinational repair, replication fork processing	MMS22
CAGL0A00935g	CAGL0A00935g	-0.526166666666667	0.0147293936062501	0.454916666666667	0.0433821640241887	-0.118833333333333	0.478500159101617	-0.266666666666667	0.188149006321385	0.482833333333333	0.0677750709345883	CAGL0A00935g		CAL0126671	Ortholog(s) have role in generation of catalytic spliceosome for first transesterification step, mRNA splicing, via spliceosome, snoRNA splicing and U2-type spliceosomal complex, nucleus, spliceosomal complex localization	CWC24
CAGL0A00957g	CAGL0A00957g	0.249	0.115452723330518	0.213083333333333	0.283467242716674	-0.0813333333333333	0.597979110400519	0.506	0.0300460178762708	0.0828333333333333	0.728808780973499	CAGL0A00957g	PEX23B	CAL0126761	Ortholog(s) have role in ER-dependent peroxisome organization, membrane tubulation, peroxisome organization, regulation of peroxisome organization	PEX30
CAGL0A00979g	CAGL0A00979g	-1.77816666666667	4.28076279881237e-05	-1.37533333333333	7.33321400603217e-05	-0.1835	0.197101252139747	-0.735833333333333	0.00620881185689511	-0.0753333333333333	0.754886146802096	CAGL0A00979g		CAL0126663	Ortholog(s) have cytosolic large ribosomal subunit, hyphal cell wall, yeast-form cell wall localization	RPL38
CAGL0A01001g	CAGL0A01001g	-0.3075	0.0430185551058383	-0.956583333333333	0.00206817144158886	-0.173333333333333	0.164773400978668	-0.932333333333333	0.00275398662841729	-0.0301666666666667	0.928751212371845	CAGL0A01001g		CAL0126801	Ortholog of S. cerevisiae : YLR326W, C. albicans SC5314 : C2_00270C_A, C. dubliniensis CD36 : Cd36_15250, C. parapsilosis CDC317 : CPAR2_213510 and C. auris B8441 : B9J08_002871	YLR326W
CAGL0A01023g	CAGL0A01023g	-0.294166666666667	0.0633309514751566	-0.519833333333333	0.0236240348581778	0.0595	0.672791904588699	0.2825	0.190640903726192	-0.206666666666667	0.38031237262686	CAGL0A01023g		CAL0126619	Ortholog(s) have nicotinamide-nucleotide adenylyltransferase activity and role in NAD biosynthetic process	NMA1
CAGL0A01045g	CAGL0A01045g	-0.0113333333333333	0.933094737191758	-0.16925	0.499947549039056	-0.0261666666666667	0.849546884973575	-0.0261666666666666	0.926610487984992	0.156833333333333	0.591058991020987	CAGL0A01045g		CAL0126563	Ortholog(s) have fumarate hydratase activity, role in fumarate metabolic process, tricarboxylic acid cycle and cytosol, mitochondrial matrix, mitochondrion localization	FUM1
CAGL0A01067g	CAGL0A01067g	-1.77516666666667	1.87239593339378e-05	-1.22866666666667	0.000171876597845219	0.00866666666666671	0.93810897499949	-0.231166666666667	0.280450152409131	0.0731666666666667	0.745905117450296	CAGL0A01067g		CAL0126831	Ortholog of S. cerevisiae : KEL3, C. albicans SC5314 : C1_13720W_A, C. dubliniensis CD36 : Cd36_12710, C. parapsilosis CDC317 : CPAR2_201590 and C. auris B8441 : B9J08_002506	KEL3
CAGL0A01089g	CAGL0A01089g	2.10966666666667	0.000511500318363406	2.92483333333333	1.0535096769206e-05	-0.617333333333334	0.0106549659046675	-0.400666666666667	0.187889624429689	0.0580000000000002	0.905291232673164	CAGL0A01089g		CAL0126673	Has domain(s) with predicted alcohol O-acetyltransferase activity and role in alcohol metabolic process	PBI1
CAGL0A01111g	CAGL0A01111g	0.747166666666667	0.00342656081825822	0.903916666666667	0.00143001653563989	0.331166666666667	0.0447609990273518	0.860666666666666	0.00537105807205123	0.3395	0.134916695759258	CAGL0A01111g		CAL0126609	Ortholog(s) have ATPase activity, proton-transporting ATP synthase activity, rotational mechanism activity, role in ATP synthesis coupled proton transport and mitochondrial proton-transporting ATP synthase, central stalk localization	ATP15
CAGL0A01133g	CAGL0A01133g	0.130666666666667	0.255377275239138	0.0306666666666668	0.901757433189991	0.388666666666667	0.0038189773166878	0.135166666666667	0.521716430556738	-0.0679999999999999	0.771348292608436	CAGL0A01133g		CAL0126775	Ortholog(s) have role in cellular response to hydrogen peroxide and mitochondrial inner membrane, vacuolar membrane localization	MDL2
CAGL0A01155g	CAGL0A01155g	0.0571666666666667	0.643322256260133	-0.137916666666667	0.506873789146402	0.0565	0.57996657968991	-0.169833333333333	0.426880958597263	-0.059	0.809477646792199	CAGL0A01155g		CAL0126855	Ortholog(s) have role in establishment of spindle localization, mitotic spindle orientation checkpoint, nuclear migration along microtubule	KAR9
CAGL0A01177g	CAGL0A01177g	0.114333333333333	0.322217808950796	0.207666666666667	0.353093182850861	0.059	0.589901889893417	0.2105	0.39077234624903	-0.133833333333333	0.59481222199715	CAGL0A01177g		CAL0126527	Ortholog(s) have phosphatidylinositol phospholipase C activity, phospholipase C activity	PLC1
CAGL0A01193g	CAGL0A01193g	0.0273333333333333	0.920536209733813	0.37675	0.100546734346421	0.226	0.568770114395759	0.104333333333333	0.694050197212108	0.194166666666667	0.614375315009145	CAGL0A01193g		CAL0126533	Ortholog(s) have ubiquitin-protein transferase inhibitor activity, role in negative regulation of ubiquitin protein ligase activity and cytoplasm, nucleus localization	ACM1
CAGL0A01199g	CAGL0A01199g	0.412833333333333	0.0823334332454741	1.82416666666667	0.000257407961784227	-1.34633333333333	0.000125897536077547	-0.0854999999999999	0.80674744933783	1.58133333333333	0.00337766692313169	CAGL0A01199g	DIP5	CAL0126839	Putative dicarboxylic amino acid permease	DIP5
CAGL0A01221g	CAGL0A01221g	-1.45116666666667	5.41005235772911e-05	-3.32058333333333	1.01195024670925e-06	-0.502416666666667	0.0214372126395228	0.229333333333334	0.568147160679901	0.0978333333333334	0.779823624984372	CAGL0A01221g		CAL0126935	Has domain(s) with predicted channel activity, role in transmembrane transport and membrane localization	
CAGL0A01243g	CAGL0A01243g	1.04283333333333	4.10666426151817e-05	0.947583333333333	0.000621759391535261	0.731	0.000436782656056056	3.66483333333333	1.05740884875403e-06	-0.186	0.352041767028288	CAGL0A01243g	GIT1	CAL0126807	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, integral component of plasma membrane localization	
CAGL0A01284g	CAGL0A01284g	1.02516666666667	0.000221956834621284	0.724583333333333	0.0065352887430285	0.0873333333333333	0.483343219677588	0.506	0.0552783292989865	-0.273166666666667	0.297785202121894	CAGL0A01284g	EPA10	CAL0126693	Putative adhesin-like protein; belongs to adhesin cluster I	
CAGL0A01325g	CAGL0A01325g	0.421	0.00427120916199463	0.266	0.244525876076448	0.637	0.000388349194126888	0.933833333333334	0.00190598314472762	-0.0893333333333334	0.751663886140021	CAGL0A01325g	PGD1	CAL0126649	Has domain(s) with predicted transcription coregulator activity, role in regulation of transcription by RNA polymerase II and mediator complex localization	
CAGL0A01366g	CAGL0A01366g	1.13416666666667	6.5706708223988e-05	0.788916666666667	0.00436937746184109	0.215166666666667	0.0737716040623474	0.692666666666667	0.0132033182435179	-0.241833333333333	0.342068924371126	CAGL0A01366g	EPA9	CAL0126741	Putative adhesin; belongs to adhesin cluster I	
CAGL0A01408g	CAGL0A01408g	0.420333333333333	0.00879132208285683	0.23075	0.28948798290799	0.629	0.000936025393512327	1.07233333333333	0.000636800967427197	0.04	0.88576989221686	CAGL0A01408g		CAL0126757	Ortholog(s) have RNA polymerase II activating transcription factor binding, RNA polymerase II core promoter sequence-specific DNA binding and RNA polymerase II repressing transcription factor binding, more	PGD1
CAGL0A01430g	CAGL0A01430g	-0.676833333333333	0.00942256317679626	-0.2235	0.26929340774639	0.175833333333333	0.156074739668088	0.2555	0.246826738983554	0.043	0.867787826124565	CAGL0A01430g	TRP5	CAL0126805	Putative tryptophan synthase; protein abundance increased in ace2 mutant cells	TRP5
CAGL0A01452g	CAGL0A01452g	-0.226333333333333	0.23172920515569	-0.127833333333333	0.616924309744151	0.0303333333333333	0.872460093279625	1.03716666666667	0.00254809555400236	0.103333333333333	0.775039171632577	CAGL0A01452g	CWH41	CAL0126681	Putative glucosidase I; glycoside hydrolase; predicted GPI-anchor	CWH41
CAGL0A01474g	CAGL0A01474g	0.718166666666667	0.000633825188191771	0.216833333333334	0.388421044245756	-0.00483333333333347	0.972531248360741	0.1655	0.518826826775738	-0.106333333333333	0.743496304281252	CAGL0A01474g		CAL0126657	Ortholog(s) have cell surface, extracellular region, fungal-type cell wall localization	SCW11
CAGL0A01540g	CAGL0A01540g	-0.893333333333334	0.0032435187577817	-0.580833333333333	0.0268717974635198	0.0498333333333333	0.708077897186158	-0.7985	0.0129090861666426	-0.211166666666667	0.46760918912613	CAGL0A01540g		CAL0126731	Ortholog(s) have RNA binding, pre-mRNA 5'-splice site binding, structural constituent of ribosome activity and role in negative regulation of mRNA splicing, via spliceosome, rRNA processing	RPL30
CAGL0A01562g	CAGL0A01562g	-1.14783333333333	0.0026884844764123	-0.315416666666667	0.210352079112727	-0.260166666666667	0.136986314671818	-0.597833333333333	0.0321234586016317	-0.00233333333333335	0.995803521500431	CAGL0A01562g		CAL0126793	Ortholog(s) have RNA binding activity and cytosolic large ribosomal subunit localization	RPL24A
CAGL0A01584g	CAGL0A01584g	0.156	0.183733842741825	-0.132666666666667	0.506532317997772	0.173666666666667	0.143806359842052	0.119166666666667	0.559057736560598	-0.0726666666666667	0.729780902672271	CAGL0A01584g		CAL0126847	Ortholog(s) have cell adhesion molecule binding activity, role in agglutination involved in conjugation with cellular fusion and fungal-type cell wall localization	AGA2
CAGL0A01606g	CAGL0A01606g	0.76	0.0196787508259545	0.658333333333333	0.0216298670565568	0.456	0.0137576554631893	0.302166666666667	0.268924937593211	0.554833333333334	0.0759514119900018	CAGL0A01606g		CAL0126723	Ortholog(s) have double-stranded DNA binding activity, role in reciprocal meiotic recombination, synapsis and condensed nuclear chromosome localization	HOP2
CAGL0A01628g	CAGL0A01628g	0.7265	0.00164185102499937	0.845083333333333	0.0011328635212648	-0.351166666666667	0.026090074072237	-0.00566666666666676	0.981030776296029	0.653833333333333	0.0143885970810302	CAGL0A01628g	MIG1	CAL0126537	Transcriptional regulatory protein	MIG1
CAGL0A01650g	CAGL0A01650g	2.45616666666667	3.88152691472094e-06	2.30791666666667	3.26793582533754e-06	0.2465	0.138461815194851	0.525666666666667	0.0265903507688888	0.0721666666666667	0.795046722680194	CAGL0A01650g		CAL0126725	Putative protein; gene is upregulated in azole-resistant strain	
CAGL0A01672g	CAGL0A01672g	0.123666666666667	0.366404480966832	0.51975	0.0161797856580751	-0.235333333333333	0.0511627949912816	-0.0823333333333334	0.701035806546065	0.158833333333333	0.448565317016363	CAGL0A01672g		CAL0126627	Protein of unknown function	
CAGL0A01694g	CAGL0A01694g	0.275333333333333	0.0610802896059042	-0.356166666666667	0.0815615370606385	0.0428333333333333	0.684489826231217	-0.00183333333333324	0.994270617416862	-0.395333333333333	0.0583129364652694	CAGL0A01694g		CAL0126701	Ortholog of S. cerevisiae : YGL036W and Saccharomyces cerevisiae S288C : YGL036W	YGL036W
CAGL0A01716g	CAGL0A01716g	1.80283333333333	0.000547442260308385	0.168916666666667	0.454803419945737	-0.071333333333333	0.731923346619048	-0.340333333333333	0.126831324553086	-0.777	0.0236070721800349	CAGL0A01716g		CAL0126679	Ortholog(s) have nicotinamidase activity and role in chromatin silencing at rDNA, chromatin silencing at telomere, negative regulation of DNA amplification, replicative cell aging	PNC1
CAGL0A01738g	CAGL0A01738g	-0.210666666666667	0.123165416203743	-0.261	0.199941474684005	0.111666666666667	0.32890730821939	1.13366666666667	0.000324833438066297	-0.351666666666667	0.0973834856721765	CAGL0A01738g		CAL0126785	Putative mannosyltransferase of cis-Golgi apparatus; gene is upregulated in azole-resistant strain	OCH1
CAGL0A01760g	CAGL0A01760g	0.112	0.349153429374485	0.0874166666666667	0.689573162843398	-0.180833333333333	0.11694982508731	0.1835	0.411434264908539	0.163333333333333	0.493931073105639	CAGL0A01760g		CAL0126669	Ortholog(s) have arginine-tRNA ligase activity and role in arginyl-tRNA aminoacylation	YDR341C
CAGL0A01782g	CAGL0A01782g	1.84566666666667	0.000880299219975839	1.29625	0.00745832535621148	0.5675	0.00405650289148159	0.245666666666667	0.563935953023621	-0.3975	0.432050411279377	CAGL0A01782g	HXT4	CAL0126625	Ortholog(s) have glucose transmembrane transporter activity, pentose transmembrane transporter activity and plasma membrane localization	HXT4
CAGL0A01804g	CAGL0A01804g	1.50133333333333	0.00505452629194865	0.47225	0.233601322373608	-0.256166666666666	0.219132428950124	0.391916666666667	0.344599105931437	-0.496583333333334	0.373606514199209	CAGL0A01804g	HXT1	CAL0126735	Ortholog(s) have fructose transmembrane transporter activity, pentose transmembrane transporter activity, role in glucose transmembrane transport, mannose transmembrane transport and plasma membrane localization	HXT1
CAGL0A01826g	CAGL0A01826g	1.94816666666667	1.69129235357645e-05	2.75108333333333	9.79639222954771e-07	0.3945	0.07095833056489	0.2715	0.201397922840795	-0.166666666666667	0.507249304969542	CAGL0A01826g	HXT5	CAL0126791	Ortholog(s) have glucose transmembrane transporter activity, role in glucose transmembrane transport and plasma membrane localization	HXT3
CAGL0A01848g	CAGL0A01848g	-0.151166666666667	0.342471023588648	0.09775	0.643244486519197	0.168833333333333	0.350395063441754	0.457	0.050308820506882	0.217166666666667	0.321339392182869	CAGL0A01848g		CAL0126605	Ortholog(s) have role in COPII-coated vesicle cargo loading and COPII vesicle coat localization	SFB3
CAGL0A01870g	CAGL0A01870g	0.670333333333333	0.013548563087347	0.6655	0.0074256744455169	0.00649999999999989	0.971492533042444	-0.338833333333333	0.110010425223712	-0.303	0.269183866216428	CAGL0A01870g		CAL0126767	Has domain(s) with predicted integral component of membrane localization	
CAGL0A01892g	CAGL0A01892g	-0.0811666666666667	0.464242649172524	-0.0505833333333333	0.824812135335924	0.000500000000000042	0.996495886348229	0.128333333333333	0.558016176949676	0.158166666666667	0.453408847704049	CAGL0A01892g		CAL0126573	Protein of unknown function	
CAGL0A01914g	CAGL0A01914g	0.0746666666666666	0.64583213377908	-0.36775	0.0694377793449894	-0.343333333333333	0.0231222899071269	0.0778333333333333	0.724589633120652	-0.145	0.524540638068025	CAGL0A01914g		CAL0126589	Ortholog(s) have histone acetyltransferase activity	TRA1
CAGL0A01958g	CAGL0A01958g	-1.26	4.36902329133352e-05	-0.72175	0.00666921567327927	-0.199666666666667	0.105196677517103	-0.4035	0.105869238426258	0.2185	0.401046909339134	CAGL0A01958g		CAL0126665	Ortholog(s) have role in maturation of SSU-rRNA	TSR4
CAGL0A01980g	CAGL0A01980g	-0.416333333333333	0.00838634063803969	0.116083333333333	0.628841260141308	-0.269166666666667	0.0191237675945563	0.71	0.00876459293932961	0.254333333333333	0.271688947552134	CAGL0A01980g		CAL0126675	Ortholog(s) have GTPase activity, tRNA binding, translation initiation factor activity, role in mitochondrial translation and mitochondrion localization	IFM1
CAGL0A02002g	CAGL0A02002g	3.18166666666667	0.000112945743604975	1.65008333333333	0.00128157143085918	-0.354333333333333	0.170351376871109	-0.733833333333334	0.0594238494403547	-1.881	0.00498316928595441	CAGL0A02002g		CAL0126683	Ortholog of S. cerevisiae : YOL024W and Saccharomyces cerevisiae S288C : YOL024W	YOL024W
CAGL0A02024g	CAGL0A02024g	0.494333333333333	0.0289283461745831	0.450083333333333	0.0506373534637458	0.0368333333333332	0.846365044637804	0.0793333333333334	0.769711962693755	-0.465333333333333	0.11506323058532	CAGL0A02024g		CAL0126899	Ortholog(s) have role in negative regulation of ubiquitin-protein transferase activity, replicative cell aging	LAG2
CAGL0A02046g	CAGL0A02046g	0.767166666666667	0.000506799743811776	1.13616666666667	0.000334377201677499	0.194333333333333	0.121859644473423	0.438333333333333	0.138667008391254	0.00916666666666669	0.976312638914303	CAGL0A02046g		CAL0126545	Ortholog(s) have ubiquitin protein ligase binding activity	ROD1
CAGL0A02090g	CAGL0A02090g	-1.262	0.00207108695680714	-1.17958333333333	0.00010515538022468	0.1165	0.34713113354718	-0.842666666666667	0.00791654526907045	0.0376666666666668	0.866858001806398	CAGL0A02090g		CAL0126885	Ortholog(s) have proline-tRNA ligase activity and role in prolyl-tRNA aminoacylation	YHR020W
CAGL0A02112g	CAGL0A02112g	-1.67433333333333	4.44080047044319e-05	-1.36583333333333	0.000228238897321503	-0.308	0.0180077279046123	-0.558333333333333	0.0269017482160438	0.138166666666666	0.572413363612859	CAGL0A02112g		CAL0126765	Ortholog(s) have asparagine-tRNA ligase activity and role in asparaginyl-tRNA aminoacylation	DED81
CAGL0A02134g	CAGL0A02134g	-0.254	0.0405707224565381	-0.404583333333333	0.0595279715949485	0.118	0.318950261939792	-0.0313333333333333	0.89766616945321	-0.0448333333333333	0.861446822227784	CAGL0A02134g		CAL0126643	Ortholog of S. cerevisiae : YSC83, C. albicans SC5314 : CR_06620W_A, C. dubliniensis CD36 : Cd36_32160, C. parapsilosis CDC317 : CPAR2_203070 and C. auris B8441 : B9J08_004564	YSC83
CAGL0A02145g	CAGL0A02145g	1.17816666666667	4.82451950454228e-05	1.045	0.00146219839505755	1.02833333333333	9.57674116857132e-05	-0.375333333333333	0.0972090431711692	-1.274	0.000746674907845359	CAGL0A02145g		CAL0126901	Ortholog(s) have actin filament binding activity, role in actin cortical patch localization, actin cytoskeleton organization, actin filament bundle assembly, actin filament organization, endocytosis and actin cortical patch localization	YSC84
