C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29
CAGL0C03443g	LYS9	Putative saccharopine dehydrogenase	-1.65466666666667	4.52638906454887e-05	-2.03591666666667	5.68443546276469e-05	0.0289999999999998	0.832435075925346	0.2215	0.460183735448792	-1.98984761870753	-2.74939544272533	-0.0958880434400252	0.278925475431995	0	-1	0	0	LYS9	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0C03443g	OFF	DOWN	DOWN	0	0
CAGL0C03850g		Ortholog(s) have thioredoxin peroxidase activity, role in cell redox homeostasis, cellular response to oxidative stress and nucleus localization	1.02383333333333	0.00021257811669962	1.7775	5.63355961996939e-05	-0.171833333333333	0.179126734519214	-0.388666666666667	0.131122484928714	1.13931538487095	2.26311123397924	-0.592133331931588	-0.788494371879337	0	1	0	0	DOT5	REDOX SIGNALING	THIOL REDOX	F3	CAGL0C03850g	OFF	0	UP	0	0
CAGL0C04191g		Ortholog(s) have succinate-semialdehyde dehydrogenase [NAD(P)+] activity and role in cellular response to oxidative stress, gamma-aminobutyric acid catabolic process, glutamate decarboxylation to succinate	1.59	0.00119862090287257	1.72508333333333	0.000356887924821328	0.323166666666667	0.00820425254511671	0.671	0.0290314614994522	1.80074073009876	2.19421268063366	0.630977462109858	1.06527656207462	0	1	0	0	UGA2	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0C04191g	OFF	UP	UP	0	0
CAGL0D00198g		Ortholog(s) have (R,R)-butanediol dehydrogenase activity and role in alcohol metabolic process, butanediol biosynthetic process	1.45633333333333	0.00979282064408622	0.690416666666667	0.0323889206059847	-1.22533333333333	3.47438980651115e-05	-0.0556666666666666	0.867313948546671	1.64458437835525	0.834205624451236	-3.19525903197737	-0.205947293231961	0	0	-1	0	BDH1	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0D00198g	Type I	UP	0	DOWN	0
CAGL0D00528g		Ortholog(s) have 3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity, [acyl-carrier-protein] S-acetyltransferase activity and [acyl-carrier-protein] S-malonyltransferase activity, more	0.231833333333333	0.375233656667462	0.0316666666666666	0.890950634500544	-0.186333333333333	0.278011932569503	-1.16816666666667	0.00023319685685611	0.214059794490455	-0.0316816000270246	-0.627961829938862	-2.15214436528963	0	0	0	-1	FAS1	REDOX SIGNALING	PEROXISOME	F3	CAGL0D00528g	OFF	0	0	0	DOWN
CAGL0D00748g		Ortholog(s) have cytochrome-c oxidase activity, role in mitochondrial electron transport, cytochrome c to oxygen and mitochondrial respiratory chain complex IV, plasma membrane localization	-1.56533333333333	0.00027933228605907	-1.68075	4.25872483834732e-05	-0.0208333333333335	0.859451453605629	0.284666666666667	0.226566647941571	-1.88548377265451	-2.28255023706735	-0.219022766476521	0.389428650010251	0	-1	0	0	COX9	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0D00748g	OFF	DOWN	DOWN	0	0
CAGL0D00770g	IDP1	Ortholog(s) have isocitrate dehydrogenase (NADP+) activity, role in glutamate biosynthetic process and cytoplasm, extracellular region, mitochondrial nucleoid, mitochondrion, peroxisome localization	0.300666666666667	0.0530759443649923	1.60058333333333	2.30275758042442e-05	0.232833333333334	0.114953236430162	0.890333333333334	0.00353526343554813	0.294474474378322	2.03056492435656	0.407770037742699	1.44897623950202	0	1	0	0	IDP1	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0D00770g	OFF	0	UP	0	0
CAGL0D01958g		Ortholog(s) have succinate dehydrogenase (ubiquinone) activity and role in cellular respiration, protein insertion into mitochondrial inner membrane	-1.08483333333333	0.00034936241092705	-1.77425	3.65675647065248e-05	0.375833333333333	0.0411943919583508	1.25666666666667	0.000385254283198501	-1.32413868278352	-2.40545035925136	0.761113156021338	2.08983633903502	0	-1	0	1	SDH3	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0D01958g	Type I	0	DOWN	0	UP
CAGL0D03982g		Ortholog(s) have 1-pyrroline-5-carboxylate dehydrogenase activity, role in glutamate biosynthetic process, proline catabolic process to glutamate and mitochondrial matrix localization	1.81333333333333	7.45299655145195e-05	0.994666666666667	0.000609823460495549	1.02766666666667	0.00018258353053855	1.2225	0.00026347544044533	2.06165034523131	1.23412393647782	2.371748279084	2.03006549262726	1	0	1	1	PUT2	REDOX SIGNALING	OXYGEN DEPENDENT ENZYME	F3	CAGL0D03982g	Type II	UP	0	UP	UP
CAGL0D04356g		Ortholog(s) have glycine dehydrogenase (decarboxylating) activity and role in glycine metabolic process, one-carbon metabolic process	0.850833333333333	0.0110817293516708	0.871833333333333	0.00239491014095473	0.943666666666667	0.00777860533017639	1.00283333333333	0.000523892467343533	0.937207787477232	1.07266691321647	2.16419008373151	1.645782684991	0	0	1	0	GCV1	REDOX SIGNALING	OTHERS	F3	CAGL0D04356g	OFF	0	0	UP	UP
CAGL0D05192g		Ortholog(s) have ubiquinol-cytochrome-c reductase activity and role in aerobic respiration, mitochondrial electron transport, ubiquinol to cytochrome c	-2.544	4.78190144321043e-05	-2.75883333333333	2.37773752086588e-06	0.469666666666667	0.00964303485762704	0.731	0.00971148361020859	-3.02881307120549	-3.69962588831027	0.992968838528185	1.17023999966874	-1	-1	0	0	QCR6	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0D05192g	OFF	DOWN	DOWN	0	0
CAGL0D05940g	ERG1	Squalene epoxidase with a role in ergosterol synthesis; involved in growth under conditions of low oxygen tension	0.2055	0.330559629534148	-0.760583333333334	0.029304706631559	-0.977	0.000542243543017224	-2.30383333333333	7.28141946420778e-05	0.183295824944976	-1.07304653906748	-2.58164452587577	-4.13886898686282	0	0	-1	-1	ERG1	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0D05940g	OFF	0	0	DOWN	DOWN
CAGL0E01705g		Ortholog(s) have L-malate dehydrogenase activity, role in gluconeogenesis, protein import into peroxisome matrix and cytosol, nuclear periphery localization	1.22933333333333	0.00015635404324666	0.3965	0.0721641845110891	1.27583333333333	8.83226399630471e-05	2.132	5.95336357208279e-06	1.3793911725265	0.447869857122353	2.98495096336942	3.62113626749149	0	0	1	1	MDH2	REDOX SIGNALING	METABOLISM	F3	CAGL0E01705g	OFF	0	0	UP	UP
CAGL0E03850g		Has domain(s) with predicted electron transfer activity, iron-sulfur cluster binding, oxidoreductase activity and role in oxidation-reduction process, tricarboxylic acid cycle	-2.3355	6.99239846475025e-06	-2.64333333333333	1.14132971712621e-06	0.152166666666667	0.331818806819885	2.13116666666667	0.000125322742593497	-2.78523252752578	-3.54780809031825	0.208448278713722	3.61967844196935	-1	-1	0	1		REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0E03850g	Type I	DOWN	DOWN	0	UP
CAGL0E04334g	ERG11	Putative cytochrome P-450 lanosterol 14-alpha-demethylase; target enzyme of azole antifungal drugs; increased protein abundance in azole resistant strain	-1.2545	0.0113791314876097	-2.24616666666667	1.33518445183703e-05	-0.866833333333333	0.000605939381820093	-0.796333333333333	0.00871727221498279	-1.52235210681705	-3.02575641266317	-2.30943030538372	-1.50166261731051	0	-1	-1	0	ERG11	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0E04334g	Type II	0	DOWN	DOWN	DOWN
CAGL0E05170g	GRE2(A)	Putative methylglyoxal reductase (NADPH-dependent)	1.85566666666667	1.77557385187616e-05	0.733666666666667	0.00693734451985012	0.7845	0.00167507790972211	1.15316666666667	0.000564558550396744	2.11110634690568	0.89105514621015	1.77090024928384	1.90877440918516	1	0	0	0	ARI1	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0E05170g	Type II	UP	0	UP	UP
CAGL0E06138g		Ortholog(s) have fatty acid synthase activity, role in fatty acid biosynthetic process, long-chain fatty acid biosynthetic process, palmitic acid biosynthetic process and fatty acid synthase complex localization	0.782833333333333	0.000633148734441157	1.11991666666667	0.000387766606384339	-0.188333333333333	0.211546723874034	-2.12366666666667	2.92965545728544e-05	0.857766650929411	1.39875752261201	-0.632903691732969	-3.82368710897602	0	0	0	-1		REDOX SIGNALING	PEROXISOME	F3	CAGL0E06138g	OFF	0	0	0	DOWN
CAGL0E06424g		Ortholog(s) have cytochrome-b5 reductase activity, acting on NAD(P)H activity and role in cellular response to oxidative stress, ergosterol biosynthetic process	1.73666666666667	2.08761870182394e-05	1.02516666666667	0.00299757349505701	1.31066666666667	1.80288619547344e-05	1.37266666666667	0.00167826422480258	1.972084357947	1.27421435066619	3.07102172295012	2.29276565171699	0	0	1	1	MCR1	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0E06424g	Type II	UP	0	UP	UP
CAGL0F00407g		Ortholog(s) have deoxyhypusine monooxygenase activity	-2.76266666666667	6.95403518865205e-06	-2.623	5.82944575083315e-06	-0.189833333333333	0.289577086255221	-0.944166666666667	0.00633267924383282	-3.28427084363378	-3.52108114752601	-0.636610088078549	-1.76028086493825	-1	-1	0	0	LIA1	REDOX SIGNALING	METALLOENZYME	F3	CAGL0F00407g	Type II	DOWN	DOWN	0	DOWN
CAGL0F03399g	SCS7	Ortholog(s) have fatty acid alpha-hydroxylase activity, role in inositol phosphoceramide metabolic process, mannosyl-inositol phosphorylceramide metabolic process and membrane localization	-1.07183333333333	0.00571805911759983	-1.7595	0.000133230962411249	-0.375833333333333	0.0176322644854268	1.10883333333333	0.00322957353556908	-1.30895140667879	-2.3860623720619	-1.09620323493049	1.83121809140728	0	-1	0	0	SCS7	REDOX SIGNALING	PEROXISOME	F3	CAGL0F03399g	Type I	0	DOWN	0	UP
CAGL0F04213g		Ortholog(s) have ATP:ADP antiporter activity	-0.3675	0.307222185827042	-1.39058333333333	0.00105756204446148	0.806333333333333	0.0151785681766503	1.943	0.000124841621529378	-0.486112575671216	-1.90114361902392	1.82484890720284	3.29050143907	0	0	0	1	PET9	REDOX SIGNALING	OTHERS	F3	CAGL0F04213g	Type I	0	DOWN	0	UP
CAGL0F04565g		Ortholog(s) have ubiquinol-cytochrome-c reductase activity, role in aerobic respiration and mitochondrial respiratory chain complex III, mitochondrion localization	-2.306	8.75845720992777e-05	-2.33383333333333	5.82944575083315e-06	0.630166666666667	0.00523874075350836	1.12683333333333	0.0027323153964883	-2.75076909328812	-3.14098896929203	1.38955324750526	1.86270712268552	-1	-1	0	0	COR1	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0F04565g	Type I	DOWN	DOWN	0	UP
CAGL0F04719g		Ortholog(s) have glycogen (starch) synthase activity, role in glycogen biosynthetic process and cytoplasm localization	2.05633333333333	0.00115180209280006	-0.294416666666667	0.24038332639002	0.244499999999999	0.0374600685583919	-0.0580000000000001	0.838518465374957	2.34553558318896	-0.460298514560033	0.436597564874987	-0.210029204693955	1	0	0	0	GSY2	REDOX SIGNALING	METABOLISM	F3	CAGL0F04719g	OFF	UP	0	0	0
CAGL0F04895g		Ortholog(s) have glycogen phosphorylase activity, role in glycogen catabolic process and cell surface, cytoplasm, hyphal cell wall localization	3.42033333333333	1.81361285599315e-05	1.04958333333333	0.000349029108069653	0.570833333333334	0.0406560132943344	0.735333333333333	0.00307931810924838	3.93903132217759	1.30630858934704	1.24294468094676	1.17782069238388	1	0	0	0	GPH1	REDOX SIGNALING	METABOLISM	F3	CAGL0F04895g	OFF	UP	0	0	0
CAGL0F05071g		Ortholog(s) have dodecenoyl-CoA delta-isomerase activity, role in fatty acid beta-oxidation, filamentous growth and peroxisome localization	1.21066666666667	0.000238713341065452	0.69375	0.0074256744455169	1.14616666666667	3.99130868319644e-05	0.523666666666667	0.0256954050928866	1.35758380170945	0.838587090482752	2.66455359038483	0.807533009760169	0	0	1	0	ECI1	REDOX SIGNALING	PEROXISOME	F3	CAGL0F05071g	OFF	0	0	UP	0
CAGL0F05863g		Ortholog(s) have succinate dehydrogenase (ubiquinone) activity, role in cellular respiration and plasma membrane localization	-1.87783333333333	2.42156707356507e-05	-1.97341666666667	5.82944575083315e-06	0.353333333333333	0.0197901874020437	1.30016666666667	0.000321186516316314	-2.25056252517207	-2.66724295463441	0.705517210837636	2.16593483129076	-1	-1	0	1	SDH4	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0F05863g	Type I	DOWN	DOWN	0	UP
CAGL0F06413g	FET3	Putative copper ferroxidase involved in iron uptake	2.81516666666667	1.37592493522448e-05	3.04441666666667	1.07024022248314e-05	-3.61516666666667	8.08203412067512e-08	-2.32833333333333	4.38188232391402e-05	3.23204414863559	3.92839693590752	-9.10037205411888	-4.18172905721375	1	1	-1	-1	FET3	REDOX SIGNALING	METALLOENZYME	F3	CAGL0F06413g	Type I	UP	UP	DOWN	DOWN
CAGL0F07513g		Ortholog(s) have role in aerobic respiration	0.4465	0.0481124590568158	-0.191166666666666	0.336488471885626	0.232333333333334	0.0994167557566014	1.2735	0.000207497653445537	0.464844558886516	-0.324582604233839	0.406534572294172	2.11928441458226	0	0	0	1	MBR1	REDOX SIGNALING	METABOLISM	F3	CAGL0F07513g	OFF	0	0	0	UP
CAGL0F08745g		Ortholog(s) have role in cellular response to desiccation and cytoplasm localization	2.3715	0.000134193990927614	1.2455	0.00177916505470492	1.435	0.000374396171493612	-0.0640000000000002	0.854773452816618	2.71372967439466	1.56382925534936	3.37824079781709	-0.220525548453368	1	0	1	0	STF2	REDOX SIGNALING	ROS DETOXIFICATION	F3	CAGL0F08745g	Type II	UP	UP	UP	0
CAGL0G01540g	NCE103	Beta carbonic anhydrase with a predicted role in non-classical protein export; upregulated in azole-resistant strain; enzyme activity increased by amines and amino acids; protein abundance decreased in ace2 cells	0.324833333333333	0.212915389038894	1.65158333333333	0.000586644889506589	-0.650833333333333	0.0562098730820447	0.485166666666667	0.130213547343219	0.32270723123968	2.09760135463875	-1.77570923162018	0.740181470637274	0	1	0	0	NCE103	REDOX SIGNALING	METALLOENZYME	F3	CAGL0G01540g	OFF	0	UP	0	0
CAGL0G02585g	LYS12	Homo-isocitrate dehydrogenase	0.257	0.223398770214697	-1.15691666666667	0.000245249327623041	-0.797833333333334	0.00155957375544061	-0.437333333333333	0.0570513626405462	0.243460803359869	-1.59400285021468	-2.13893607348703	-0.873631382372347	0	0	-1	0	LYS12	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0G02585g	Type II	0	DOWN	DOWN	0
CAGL0G05698g	GDH2	Ortholog(s) have glutamate dehydrogenase (NAD+) activity and role in nitrogen compound metabolic process	1.566	0.000613955218946076	0.784666666666667	0.00149424292387042	1.10366666666667	5.29867232790911e-05	0.838833333333334	0.00512858816600782	1.77270268190541	0.958091576492338	2.55953902726006	1.35888262223374	0	0	1	0	GDH2	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0G05698g	Type II	UP	0	UP	0
CAGL0G06402g		Ortholog(s) have mitochondrion localization	-2.087	1.26687439462242e-05	-1.36408333333333	7.70009470634632e-05	-0.197	0.130604606482308	0.861666666666667	0.00366541316843788	-2.49492190352382	-1.86631096407337	-0.654318426174099	1.39882704154039	-1	0	0	0	CIR2	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0G06402g	OFF	DOWN	DOWN	0	0
CAGL0G08712g		Ortholog(s) have mitochondrial nucleoid, mitochondrial oxoglutarate dehydrogenase complex localization	-0.384666666666667	0.0423354766217338	-0.775916666666667	0.00296470142378157	1.21066666666667	3.38053800775544e-05	1.42583333333333	0.00013966252136091	-0.506167568476181	-1.09320128281245	2.82392863324477	2.38577492002956	0	0	1	1	KGD1	REDOX SIGNALING	METABOLISM	F3	CAGL0G08712g	OFF	0	0	UP	UP
CAGL0G09383g	TDH3	Putative glyceraldehyde-3-phosphate dehydrogenase; increased protein abundance in azole resistant strain; expression upregulated in biofilm vs planktonic cell culture; upregulated in hypoxia	1.1515	0.000118171474789405	0.362	0.147726447855134	0.376166666666667	0.0315478855773318	1.51816666666667	0.000592246559735162	1.28846222456612	0.402521683696167	0.761936799653689	2.54730198788274	0	0	0	1	TDH3	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0G09383g	OFF	0	0	0	UP
CAGL0G09977g	GDB1	Ortholog(s) have 4-alpha-glucanotransferase activity, amylo-alpha-1,6-glucosidase activity and role in glycogen catabolic process	2.17683333333333	1.52823725294411e-05	0.77125	0.0141964237049789	1.0975	8.97279801839669e-05	-0.00800000000000001	0.981124687435958	2.48630995015973	0.940456175715488	2.54430162006156	-0.12255967336552	1	0	1	0	GDB1	REDOX SIGNALING	METABOLISM	F3	CAGL0G09977g	Type II	UP	0	UP	0
CAGL0G10131g		Ortholog(s) have ubiquinol-cytochrome-c reductase activity and role in aerobic respiration, mitochondrial electron transport, ubiquinol to cytochrome c	-2.10733333333333	0.000239545257603528	-1.94775	5.82944575083315e-06	0.0533333333333333	0.78210542839402	0.341	0.152192296110915	-2.51867636102096	-2.63350566619174	-0.0357620582783915	0.487977655306954	-1	-1	0	0	QCR2	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0G10131g	OFF	DOWN	DOWN	0	0
CAGL0G10153g		Has domain(s) with predicted role in mitochondrial electron transport, ubiquinol to cytochrome c and mitochondrial respiratory chain complex III localization	-2.2975	0.000548642542079884	-2.20483333333333	5.60216742968175e-06	0.0288333333333333	0.872346602768229	0.199333333333333	0.405193919015483	-2.74083895121965	-2.97142623387238	-0.0962998652562005	0.240147316543056	-1	-1	0	0		REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0G10153g	OFF	DOWN	DOWN	0	0
CAGL0H02491g		Ortholog(s) have cytochrome-c oxidase activity, role in mitochondrial electron transport, cytochrome c to oxygen and mitochondrial respiratory chain complex IV, plasma membrane localization	-1.86833333333333	0.000728709348924702	-2.34716666666667	1.41586653936199e-05	0.101666666666667	0.381981897472039	0.950333333333333	0.00273093554619822	-2.23946413109553	-3.15851483341809	0.0836662684125242	1.55393967709615	-1	-1	0	0	COX7	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0H02491g	Type I	DOWN	DOWN	0	UP
CAGL0H03795g	LEU2	3-isopropylmalate dehydrogenase	0.717666666666667	0.00273206341366241	3.38116666666667	4.82981443609386e-07	-0.289333333333334	0.0448002791142498	0.890666666666667	0.00878252269799083	0.78163556173775	4.37103454174138	-0.882467712335366	1.44955936971088	0	1	0	0		REDOX SIGNALING	METABOLISM	F3	CAGL0H03795g	OFF	0	UP	0	0
CAGL0H04037g		Ortholog(s) have heat shock protein binding, protein phosphatase regulator activity and role in glycogen metabolic process, meiotic cell cycle, mitotic spindle assembly checkpoint, response to heat	2.81933333333333	7.01874591530765e-06	0.565333333333333	0.0202816315345439	0.281666666666666	0.025467471333306	0.552	0.0238870121918095	3.23691186533582	0.669791111618615	0.52843382988214	0.857099077512949	1	0	0	0	GAC1	REDOX SIGNALING	METABOLISM	F3	CAGL0H04037g	OFF	UP	0	0	0
CAGL0H04125g		Ortholog(s) have D-arabinono-1,4-lactone oxidase activity	1.39716666666667	0.00127021911035661	0.16175	0.626993934436415	0.583166666666666	0.0157258901165043	1.852	0.000204014253003503	1.57546280121192	0.13930511185287	1.27341949534375	3.13130689205225	0	0	0	1	ALO1	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0H04125g	Type II	UP	0	0	UP
CAGL0H04939g		Ortholog(s) have fructose 1,6-bisphosphate 1-phosphatase activity, role in gluconeogenesis, reactive oxygen species metabolic process and cytosol, periplasmic space localization	0.521166666666666	0.096072457714162	0.416083333333333	0.15246265713775	0.881583333333334	0.00201522119115495	1.49	0.000105904833020723	0.55207404215471	0.473610970057506	2.01078645720611	2.49802748523438	0	0	1	1	FBP1	REDOX SIGNALING	METABOLISM	F3	CAGL0H04939g	OFF	0	0	UP	UP
CAGL0H05137g		Ortholog(s) have aldehyde dehydrogenase [NAD(P)+] activity, role in NADPH regeneration, acetate biosynthetic process, response to salt stress and cytosol, mitochondrion localization	-1.00266666666667	0.0492712206064179	0.178416666666667	0.593026462234748	-1.27916666666667	0.000345935077209007	0.485333333333333	0.100054063067337	-1.2281473094549	0.161212442010448	-3.32827747860208	0.740473035741702	0	0	-1	0	ALD6	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0H05137g	OFF	0	0	DOWN	0
CAGL0H06699g		Ortholog(s) have glycerol-3-phosphate dehydrogenase (quinone) activity and role in NADH oxidation, glycerol metabolic process, replicative cell aging	0.536333333333333	0.117262208168196	-0.655416666666666	0.0260254808051942	0.660666666666667	0.00328825119046052	1.8475	8.29503773490436e-05	0.569792530943562	-0.934811285773166	1.46491663986539	3.12343463423269	0	0	0	1	GUT2	REDOX SIGNALING	METABOLISM	F3	CAGL0H06699g	OFF	0	0	0	UP
CAGL0H06787g		Ortholog(s) have acetyl-CoA C-acyltransferase activity, mRNA binding activity, role in fatty acid beta-oxidation, icosanoid biosynthetic process and mitochondrial intermembrane space, peroxisomal matrix, peroxisome localization	1.10716666666667	0.000126662680575985	0.937333333333334	0.00181737403691069	2.57433333333333	2.47256851070191e-06	2.2835	1.43109575674647e-05	1.23666971887563	1.15876272073575	6.19345473319329	3.88616894741664	0	0	1	1	POT1	REDOX SIGNALING	PEROXISOME	F3	CAGL0H06787g	OFF	0	0	UP	UP
CAGL0H08063g		Ortholog(s) have 2,4-dienoyl-CoA reductase (NADPH) activity, role in ascospore formation, fatty acid catabolic process and peroxisomal matrix localization	1.06916666666667	8.22270733584937e-05	0.901583333333333	0.00117591464182739	1.06766666666667	0.000168833764427557	0.2785	0.217499602565386	1.1922761425695	1.11177149754775	2.47058551496613	0.378640741146411	0	0	1	0	SPS19	REDOX SIGNALING	PEROXISOME	F3	CAGL0H08063g	OFF	0	0	UP	0
CAGL0H09944g		Ortholog(s) have 2-alkenal reductase [NAD(P)] activity, NADPH:quinone reductase activity, mRNA 3'-UTR AU-rich region binding activity and role in cellular response to oxidative stress	1.27466666666667	9.36647465553589e-05	1.97383333333333	1.09324998901527e-05	-0.540166666666667	0.00150351162755853	0.0648333333333334	0.788425434993184	1.43235193022504	2.52117958323551	-1.5022595456796	0.00485427726956625	0	1	0	0	ZTA1	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0H09944g	Type I	0	UP	DOWN	0
