C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29
CAGL0B01881g		Ortholog(s) have tRNA (guanine-N2-)-methyltransferase activity, role in tRNA N2-guanine methylation, tRNA methylation and mitochondrion, nuclear envelope, nuclear inner membrane localization	-1.96e+00	1.38e-05	-1.59e+00	2.26e-05	-3.54e-01	3.68e-02	-4.48e-01	3.98e-02	-2.35e+00	-2.16e+00	-1.04e+00	-8.93e-01	-1	-1	0	0	TRM1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0B01881g	OFF	DOWN	DOWN	0	0
CAGL0B02794g		Ortholog(s) have (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity, N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	-8.17e-01	1.02e-02	-8.33e-03	9.72e-01	1.92e+00	1.01e-04	3.78e-01	1.45e-01	-1.01e+00	-8.43e-02	4.59e+00	5.53e-01	0	0	1	0	ADE13	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0B02794g	OFF	0	0	UP	0
CAGL0B02860g		Ortholog(s) have role in autophagy of mitochondrion, macroautophagy and mitochondrion localization	2.40e+00	5.34e-05	9.19e-01	2.06e-03	3.11e-01	4.21e-02	5.48e-01	3.72e-02	2.75e+00	1.13e+00	6.01e-01	8.50e-01	1	0	0	0	ATG33	METABOLISM	MITOPHAGY	F1	CAGL0B02860g	OFF	UP	0	0	0
CAGL0B03619g		Ortholog(s) have endopeptidase activity, peptidase activity, serine-type endopeptidase activity	2.65e+00	3.29e-06	1.93e+00	1.10e-05	3.62e-01	2.01e-02	6.08e-01	1.95e-02	3.04e+00	2.47e+00	7.28e-01	9.55e-01	1	1	0	0	PRB1	METABOLISM	PROTEIN DEGRADATION	F1	CAGL0B03619g	OFF	UP	UP	0	0
CAGL0B03663g		Ortholog(s) have citrate (Si)-synthase activity, role in citrate metabolic process and cytoplasm, peroxisome localization	-7.46e-01	9.00e-03	5.99e-01	2.11e-02	-8.25e-01	4.16e-03	-2.27e-01	4.27e-01	-9.28e-01	7.14e-01	-2.21e+00	-5.05e-01	0	0	-1	0	CIT2	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0B03663g	OFF	0	0	DOWN	0
CAGL0B03993g		Ortholog(s) have dihydroxy-acid dehydratase activity and role in branched-chain amino acid biosynthetic process	-2.69e+00	6.95e-06	-1.20e+00	1.32e-04	3.95e-01	2.84e-02	6.97e-01	6.72e-03	-3.20e+00	-1.65e+00	8.08e-01	1.11e+00	-1	0	0	0	ILV3	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0B03993g	OFF	DOWN	DOWN	0	0
CAGL0C01595g		Ortholog(s) have glutaminase activity, imidazoleglycerol-phosphate synthase activity and role in histidine biosynthetic process	-2.34e-01	5.64e-01	5.97e-01	4.14e-02	3.84e-01	6.36e-02	1.37e+00	1.24e-03	-3.30e-01	7.12e-01	7.80e-01	2.30e+00	0	0	0	1	HIS7	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0C01595g	OFF	0	0	0	UP
CAGL0C02739g		Ortholog(s) have role in mitochondrion organization, phospholipid homeostasis and integral component of mitochondrial outer membrane localization	1.76e+00	1.85e-04	8.96e-01	1.49e-03	1.89e-01	2.41e-01	7.24e-01	8.49e-03	2.00e+00	1.11e+00	2.99e-01	1.16e+00	1	0	0	0	FUN14	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0C02739g	OFF	UP	0	0	0
CAGL0C03652g		Ortholog(s) have 4-hydroxybenzoate octaprenyltransferase activity, role in ubiquinone biosynthetic process and integral component of mitochondrial membrane, mitochondrial inner membrane, mitochondrion localization	-6.83e-01	1.60e-03	-6.32e-01	1.08e-02	-8.84e-01	2.75e-04	-1.55e-01	5.52e-01	-8.54e-01	-9.04e-01	-2.35e+00	-3.80e-01	0	0	-1	0	COQ2	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0C03652g	OFF	0	0	DOWN	0
CAGL0C04279g		Ortholog(s) have dehydrodolichyl diphosphate synthase activity, prenyltransferase activity and role in dolichol biosynthetic process, endoplasmic reticulum to Golgi vesicle-mediated transport, protein glycosylation	-1.76e+00	5.10e-06	-8.95e-01	1.15e-03	1.12e-01	3.20e-01	1.23e+00	1.60e-02	-2.11e+00	-1.25e+00	1.09e-01	2.04e+00	-1	0	0	1	RER2	METABOLISM	FATTY ACID AND LIPIDS	F1	CAGL0C04279g	OFF	DOWN	0	0	0
CAGL0C04587g		Ortholog of S. cerevisiae : YJR098C, C. auris B8441 : B9J08_001284, Candida tenuis NRRL Y-1498 : CANTEDRAFT_135029, Pichia stipitis Pignal : PICST_42853 and Saccharomyces cerevisiae S288C : YJR098C	2.02e+00	1.47e-04	4.04e-01	1.48e-01	4.41e-01	1.65e-02	3.11e-01	2.77e-01	2.30e+00	4.57e-01	9.21e-01	4.35e-01	1	0	0	0	YJR098C	METABOLISM	UNKNOWN	F1	CAGL0C04587g	OFF	UP	0	0	0
CAGL0C04917g		Ortholog(s) have carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity, role in arginine biosynthetic process and carbamoyl-phosphate synthase complex localization	-2.50e+00	1.13e-05	-1.65e+00	4.77e-05	6.99e-01	1.08e-02	-6.35e-01	8.80e-02	-2.98e+00	-2.24e+00	1.56e+00	-1.22e+00	-1	-1	0	0	CPA2	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0C04917g	OFF	DOWN	DOWN	0	0
CAGL0C05027g		Ortholog(s) have role in acetate catabolic process, carnitine metabolic process, cellular respiration and cytosol, mitochondrion localization	1.56e+00	4.17e-04	9.66e-01	4.20e-03	1.45e+00	3.08e-05	1.30e+00	5.55e-04	1.77e+00	1.20e+00	3.41e+00	2.17e+00	0	0	1	1	YAT1	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0C05027g	Type II	UP	0	UP	UP
CAGL0C05115g	ARG1	Argininosuccinate synthetase	-2.12e+00	1.59e-04	-1.38e+00	5.76e-03	1.04e+00	1.70e-03	5.52e-02	9.10e-01	-2.53e+00	-1.89e+00	2.40e+00	-1.21e-02	-1	0	1	0	ARG1	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0C05115g	Type I	DOWN	DOWN	UP	0
CAGL0D00880g		Ortholog(s) have ribonucleoprotein complex binding activity	-1.59e+00	1.35e-04	-1.57e+00	2.26e-05	-2.63e-01	1.90e-01	-1.40e+00	1.06e-04	-1.91e+00	-2.14e+00	-8.17e-01	-2.55e+00	0	-1	0	-1	TSR1	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0D00880g	Type II	DOWN	DOWN	0	DOWN
CAGL0D01298g	TKL1	Putative transketolase	1.94e+00	8.52e-06	1.57e+00	2.30e-03	-2.88e-02	8.26e-01	1.35e-01	7.85e-01	2.21e+00	1.99e+00	-2.39e-01	1.28e-01	1	0	0	0	TKL1	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0D01298g	OFF	UP	UP	0	0
CAGL0D01562g	FCY1	Ortholog(s) have cytosine deaminase activity and role in cytidine metabolic process, cytosine metabolic process, pyrimidine-containing compound salvage	-1.65e+00	1.10e-04	-8.64e-01	8.50e-03	9.17e-01	1.47e-03	-1.24e+00	6.37e-04	-1.98e+00	-1.21e+00	2.10e+00	-2.28e+00	0	0	1	-1	FCY1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0D01562g	SWITCH	DOWN	0	UP	DOWN
CAGL0D02134g		Ortholog of S. cerevisiae : YKL133C and Saccharomyces cerevisiae S288C : YKL133C	1.18e+00	9.38e-05	1.62e+00	1.08e-04	7.03e-01	3.56e-04	6.54e-01	1.51e-02	1.32e+00	2.06e+00	1.57e+00	1.04e+00	0	1	0	0	YKL133C	METABOLISM	UNKNOWN	F1	CAGL0D02134g	Type II	0	UP	UP	0
CAGL0D02596g		Ortholog(s) have role in DNA-dependent DNA replication, double-strand break repair via break-induced replication, mitotic DNA replication initiation	-4.01e-01	2.02e-02	-3.40e-01	1.25e-01	-8.42e-01	2.98e-04	-5.05e-01	7.91e-02	-5.25e-01	-5.20e-01	-2.25e+00	-9.92e-01	0	0	-1	0	PSF3	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0D02596g	OFF	0	0	DOWN	0
CAGL0D04026g		Ortholog(s) have 4-aminobutyrate transaminase activity, pyridoxal phosphate binding activity and role in cellular amide catabolic process, gamma-aminobutyric acid catabolic process, glutamate metabolic process	2.35e+00	1.80e-04	1.60e+00	3.12e-04	6.23e-01	2.21e-03	1.79e-01	5.52e-01	2.69e+00	2.03e+00	1.37e+00	2.04e-01	1	1	0	0	UGA1	METABOLISM	NITROGEN METABOLISM	F1	CAGL0D04026g	OFF	UP	UP	0	0
CAGL0D05060g		Has domain(s) with predicted hydrolase activity	-1.91e+00	6.95e-06	-1.36e+00	6.28e-05	1.58e-01	2.61e-01	-2.84e-01	2.34e-01	-2.28e+00	-1.86e+00	2.22e-01	-6.05e-01	-1	0	0	0		METABOLISM	POST TRANSLATIONAL MODIFICATION	F1	CAGL0D05060g	OFF	DOWN	DOWN	0	0
CAGL0D05082g		Protein of unknown function	2.59e+00	3.01e-06	2.07e+00	1.33e-05	7.87e-02	5.38e-01	1.12e+00	2.03e-03	2.96e+00	2.65e+00	2.68e-02	1.85e+00	1	1	0	0		METABOLISM	PROTEIN DEGRADATION	F1	CAGL0D05082g	Type II	UP	UP	0	UP
CAGL0D06424g	ACO1	Putative aconitate hydratase	-1.76e+00	3.53e-05	-2.66e+00	3.02e-06	1.07e+00	3.74e-04	1.51e+00	1.84e-04	-2.11e+00	-3.57e+00	2.47e+00	2.54e+00	-1	-1	1	1	ACO1	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0D06424g	Type I	DOWN	DOWN	UP	UP
CAGL0E01155g		Ortholog(s) have RNA polymerase I activity, role in nucleolar large rRNA transcription by RNA polymerase I, transcription by RNA polymerase I and RNA polymerase I complex localization	-6.52e-01	2.72e-02	-5.37e-01	1.34e-02	-3.59e-01	4.85e-02	-1.44e+00	1.47e-03	-8.18e-01	-7.79e-01	-1.05e+00	-2.63e+00	0	0	0	-1	RPA14	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0E01155g	OFF	0	0	0	DOWN
CAGL0E01727g	YPS3	Putative aspartic protease; predicted GPI-anchor; member of a YPS gene cluster that is required for virulence in mice	1.29e+00	9.63e-03	3.37e+00	1.59e-06	-1.61e+00	2.45e-05	4.28e+00	6.65e-07	1.46e+00	4.36e+00	-4.16e+00	7.39e+00	0	1	-1	1		METABOLISM	MEMBRANE AND CELL WALL BIOGENESIS	F1	CAGL0E01727g	SWITCH	0	UP	DOWN	UP
CAGL0E01771g	YPS5	Putative aspartic protease; predicted GPI-anchor; member of a YPS gene cluster that is required for virulence in mice; gene is downregulated in azole-resistant strain	-1.71e+00	6.29e-05	-1.46e+00	1.82e-04	1.16e-01	3.63e-01	1.74e-01	4.94e-01	-2.06e+00	-1.99e+00	1.19e-01	1.96e-01	-1	0	0	0		METABOLISM	MEMBRANE AND CELL WALL BIOGENESIS	F1	CAGL0E01771g	OFF	DOWN	DOWN	0	0
CAGL0E01793g	YPS6	Putative aspartic protease; predicted GPI-anchor; member of a YPS gene cluster that is required for virulence in mice; expression induced at high temperature	2.90e+00	8.80e-07	2.52e+00	9.80e-07	5.38e-01	2.84e-03	1.76e+00	2.93e-05	3.33e+00	3.24e+00	1.16e+00	2.97e+00	1	1	0	1		METABOLISM	MEMBRANE AND CELL WALL BIOGENESIS	F1	CAGL0E01793g	Type II	UP	UP	0	UP
CAGL0E01815g	YPS8	Putative aspartic protease; predicted GPI-anchor; member of a YPS gene cluster that is required for virulence in mice; induced in response to low pH and high temperature	1.66e+00	3.98e-05	1.13e+00	4.06e-04	8.88e-01	4.83e-04	6.41e-01	1.02e-02	1.89e+00	1.41e+00	2.03e+00	1.01e+00	0	0	1	0		METABOLISM	MEMBRANE AND CELL WALL BIOGENESIS	F1	CAGL0E01815g	Type II	UP	0	UP	0
CAGL0E01837g	YPS9	Putative aspartic protease; predicted GPI-anchor; member of a YPS gene cluster that is required for virulence in mice; expression induced at high temperature	7.93e-01	2.80e-02	-3.28e-01	2.02e-01	1.58e+00	6.28e-05	1.94e+00	6.18e-05	8.69e-01	-5.04e-01	3.73e+00	3.28e+00	0	0	1	1		METABOLISM	MEMBRANE AND CELL WALL BIOGENESIS	F1	CAGL0E01837g	OFF	0	0	UP	UP
CAGL0E02013g		Ortholog(s) have cytosolic large ribosomal subunit localization	-1.74e+00	1.48e-04	-1.82e+00	1.00e-05	6.50e-02	6.23e-01	-1.19e+00	2.22e-03	-2.09e+00	-2.46e+00	-6.93e-03	-2.20e+00	-1	-1	0	-1	RPL18A	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0E02013g	Type II	DOWN	DOWN	0	DOWN
CAGL0E02651g		Has domain(s) with predicted identical protein binding, serine-type endopeptidase activity and role in negative regulation of catalytic activity, proteolysis	1.84e+00	9.90e-05	1.08e+00	8.97e-04	5.51e-01	3.11e-02	9.77e-01	1.60e-03	2.09e+00	1.35e+00	1.19e+00	1.60e+00	1	0	0	0	YSP3	METABOLISM	PROTEIN DEGRADATION	F1	CAGL0E02651g	Type II	UP	0	0	UP
CAGL0E03520g		Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization	-7.64e-01	3.27e-04	-7.32e-02	7.14e-01	-1.73e-01	1.16e-01	1.23e+00	8.27e-03	-9.50e-01	-1.69e-01	-5.94e-01	2.04e+00	0	0	0	1	MRPL15	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0E03520g	OFF	0	0	0	UP
CAGL0E03916g		Ortholog(s) have glycerol kinase activity, role in glycerol metabolic process and mitochondrion localization	1.33e-01	5.15e-01	2.81e-01	1.97e-01	1.39e+00	9.58e-05	1.37e+00	1.86e-04	9.82e-02	2.96e-01	3.26e+00	2.28e+00	0	0	1	1	GUT1	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0E03916g	OFF	0	0	UP	UP
CAGL0E03938g		Ortholog(s) have role in maturation of LSU-rRNA and cytosolic large ribosomal subunit localization	-2.44e+00	1.38e-05	-1.60e+00	6.57e-05	-5.20e-01	1.46e-02	-9.71e-01	2.42e-03	-2.90e+00	-2.17e+00	-1.45e+00	-1.81e+00	-1	-1	0	0	RPL8A	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0E03938g	Type II	DOWN	DOWN	0	DOWN
CAGL0E04510g		Ortholog(s) have phospholipase activity, role in cardiolipin metabolic process, phosphatidylethanolamine metabolic process, phospholipid metabolic process and mitochondrial matrix localization	1.93e+00	3.01e-06	2.33e+00	1.40e-06	3.17e-01	1.45e-02	4.35e-01	4.87e-02	2.20e+00	2.99e+00	6.16e-01	6.52e-01	1	1	0	0	YOR022C	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0E04510g	OFF	UP	UP	0	0
CAGL0E04994g		Ortholog(s) have structural constituent of ribosome activity, role in cytoplasmic translation and cytosolic large ribosomal subunit localization	-1.68e+00	1.62e-04	-9.83e-01	6.99e-04	-5.83e-04	9.97e-01	-7.69e-01	4.79e-03	-2.02e+00	-1.37e+00	-1.69e-01	-1.45e+00	-1	0	0	0	RPL9A	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0E04994g	OFF	DOWN	0	0	0
CAGL0E05148g		Ortholog(s) have alpha-mannosidase activity, role in mannose catabolic process, oligosaccharide catabolic process and Cvt complex, fungal-type vacuole membrane localization	2.38e+00	2.52e-04	1.95e+00	1.77e-04	1.63e-01	1.17e-01	9.06e-01	1.28e-02	2.72e+00	2.49e+00	2.36e-01	1.48e+00	1	1	0	0	AMS1	METABOLISM	POST TRANSLATIONAL MODIFICATION	F1	CAGL0E05148g	OFF	UP	UP	0	0
CAGL0E05500g		Ortholog(s) have RNA polymerase I activity, promoter-specific chromatin binding activity and role in nucleolar large rRNA transcription by RNA polymerase I, transcription by RNA polymerase I	-1.40e+00	5.74e-04	-1.63e+00	3.06e-04	1.55e-01	5.10e-01	-4.14e-01	1.64e-01	-1.69e+00	-2.22e+00	2.15e-01	-8.32e-01	0	-1	0	0	RPA190	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0E05500g	OFF	DOWN	DOWN	0	0
CAGL0E05654g		Ortholog(s) have phosphatidylglycerol phospholipase C activity, role in cell-abiotic substrate adhesion, glycerophospholipid catabolic process, phosphatidylglycerol catabolic process and lipid droplet, mitochondrion localization	2.67e+00	3.01e-06	1.45e-01	5.29e-01	1.70e+00	2.86e-05	1.28e+00	4.01e-04	3.06e+00	1.17e-01	4.04e+00	2.14e+00	1	0	1	1	PGC1	METABOLISM	FATTY ACID AND LIPIDS	F1	CAGL0E05654g	Type II	UP	0	UP	UP
CAGL0E06380g		Ortholog(s) have ATP-dependent NAD(P)H-hydrate dehydratase activity and role in nicotinamide nucleotide metabolic process	1.82e+00	3.46e-05	3.50e-01	8.10e-02	2.51e-01	3.13e-02	1.35e-01	4.99e-01	2.07e+00	3.87e-01	4.52e-01	1.27e-01	1	0	0	0	YKL151C	METABOLISM	OTHERS	F1	CAGL0E06380g	OFF	UP	0	0	0
CAGL0F00429g		Ortholog(s) have GTP diphosphatase activity, ITP diphosphatase activity, UTP diphosphatase activity, XTP diphosphatase activity, dATP pyrophosphohydrolase activity and dCTP diphosphatase activity, more	-9.25e-01	9.95e-04	-6.66e-01	5.49e-03	-1.10e-01	3.64e-01	-1.21e+00	2.43e-04	-1.14e+00	-9.48e-01	-4.40e-01	-2.22e+00	0	0	0	-1	HAM1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0F00429g	OFF	0	0	0	DOWN
CAGL0F00649g		Has domain(s) with predicted ATP binding, protein kinase activity, protein tyrosine kinase activity and role in protein phosphorylation	5.52e-02	8.42e-01	5.88e-01	4.14e-02	-7.82e-01	4.41e-03	-1.93e-02	9.55e-01	7.67e-03	7.00e-01	-2.10e+00	-1.42e-01	0	0	-1	0		METABOLISM	POST TRANSLATIONAL MODIFICATION	F1	CAGL0F00649g	OFF	0	0	DOWN	0
CAGL0F00715g		Protein of unknown function	2.79e+00	7.62e-06	3.07e+00	1.01e-06	-3.91e-01	8.78e-02	-4.00e-03	9.91e-01	3.20e+00	3.97e+00	-1.13e+00	-1.16e-01	1	1	0	0		METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0F00715g	OFF	UP	UP	0	0
CAGL0F01749g		Putative serine hydroxymethyltransferase; protein differentially expressed in azole resistant strain	-8.33e-01	2.68e-02	1.20e+00	1.82e-03	1.29e+00	1.13e-02	2.05e-01	5.68e-01	-1.03e+00	1.50e+00	3.03e+00	2.51e-01	0	0	1	0	SHM2	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0F01749g	OFF	0	UP	0	0
CAGL0F02233g		Ortholog(s) have dipeptidase activity	-2.18e+00	3.01e-06	-2.43e+00	3.45e-06	-2.15e-01	7.66e-02	-1.17e-01	6.37e-01	-2.60e+00	-3.26e+00	-6.98e-01	-3.13e-01	-1	-1	0	0	YFR006W	METABOLISM	PROTEIN DEGRADATION	F1	CAGL0F02233g	OFF	DOWN	DOWN	0	0
CAGL0F02431g	ACO2	Ortholog(s) have role in mitochondrial translation and cytoplasm, mitochondrion, nucleus localization	-2.03e+00	3.08e-05	-2.58e+00	4.32e-06	1.18e-01	4.30e-01	-1.01e-01	7.51e-01	-2.43e+00	-3.46e+00	1.24e-01	-2.85e-01	-1	-1	0	0	ACO2	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0F02431g	OFF	DOWN	DOWN	0	0
CAGL0F02563g	HPT1	Putative hypoxanthine guanine phosphoribosyl transferase	-2.12e+00	1.38e-05	-1.50e+00	5.75e-05	5.99e-01	1.73e-03	-1.59e+00	7.54e-05	-2.53e+00	-2.04e+00	1.31e+00	-2.90e+00	-1	-1	0	-1	HPT1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0F02563g	Type II	DOWN	DOWN	0	DOWN
CAGL0F03927g		Ortholog(s) have GMP synthase (glutamine-hydrolyzing) activity and role in GMP biosynthetic process, GMP metabolic process	-1.39e+00	6.00e-04	-1.22e+00	2.27e-04	-4.89e-01	9.67e-03	-1.27e+00	1.88e-04	-1.67e+00	-1.68e+00	-1.37e+00	-2.33e+00	0	0	0	-1	GUA1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0F03927g	Type II	DOWN	DOWN	0	DOWN
CAGL0F04411g		Ortholog(s) have structural constituent of ribosome activity, role in mitochondrial translation and mitochondrial large ribosomal subunit localization	-5.80e-01	1.31e-03	2.23e-01	2.87e-01	1.97e-01	1.12e-01	1.50e+00	2.46e-04	-7.35e-01	2.20e-01	3.18e-01	2.51e+00	0	0	0	1	MRPL16	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0F04411g	OFF	0	0	0	UP
CAGL0F04917g		Putative regulatory subunit for protein phosphatase; gene is upregulated in azole-resistant strain	4.03e-01	3.60e-02	-1.29e+00	3.18e-04	5.85e-01	3.85e-03	-1.24e+00	4.34e-04	4.15e-01	-1.76e+00	1.28e+00	-2.27e+00	0	0	0	-1	PIG1	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0F04917g	Type II	0	DOWN	0	DOWN
CAGL0F06501g		Ortholog(s) have acetyl-CoA:L-glutamate N-acetyltransferase activity, glutamate N-acetyltransferase activity, role in ornithine biosynthetic process and mitochondrial matrix localization	-5.79e-01	1.31e-03	-4.20e-01	3.96e-02	9.86e-01	3.71e-05	6.19e-01	1.40e-02	-7.33e-01	-6.25e-01	2.27e+00	9.75e-01	0	0	1	0	ARG7	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0F06501g	OFF	0	0	UP	0
CAGL0F08261g		Ortholog(s) have high molecular weight kininogen binding, phosphopyruvate hydratase activity, protein-glutamine gamma-glutamyltransferase activity	5.03e+00	2.75e-06	1.83e+00	6.64e-04	-4.78e-01	1.16e-02	-1.06e+00	1.81e-02	5.83e+00	2.33e+00	-1.35e+00	-1.97e+00	1	1	0	0	ENO1	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0F08261g	OFF	UP	UP	0	0
CAGL0G01826g		Ortholog(s) have role in ribosomal large subunit assembly and cytosolic large ribosomal subunit localization	-1.51e+00	2.83e-04	-1.30e+00	8.59e-04	6.80e-02	5.32e-01	-1.18e+00	2.17e-03	-1.82e+00	-1.78e+00	4.78e-04	-2.17e+00	0	0	0	-1	RPL11A	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0G01826g	Type II	DOWN	DOWN	0	DOWN
