C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29
CAGL0C01771g		Ortholog(s) have fungal-type vacuole membrane localization	2.72	2.754e-06	2.327	4.121e-06	0.018	9.279e-01	0.767	7.000e-03	3.12	2.986	-0.122	1.233	1	1	0	0	YBR241C	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0C01771g	OFF	UP	UP	0	0
CAGL0C03267g	FPS1	Glycerol transporter; involved in flucytosine resistance; double fps1/fps2 mutant accumulates glycerol, has constitutive cell wall stress, is hypersensitive to caspofungin in vitro and in vivo	0.715	3.805e-03	-0.17	4.985e-01	0.828	6.557e-04	1.532	2.717e-04	0.779	-0.297	1.879	2.572	0	0	0	1	FPS1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0C03267g	OFF	0	0	UP	UP
CAGL0C05445g		Ortholog(s) have role in endocytosis	0.852	4.897e-04	0.816	2.998e-03	0.272	2.416e-02	1.212	2.756e-04	0.938	0.999	0.504	2.012	0	0	0	1	BRE4	TRANSPORT / TRAFFICKING	INTRACELLULAR TRANSPORT	F4	CAGL0C05445g	OFF	0	0	0	UP
CAGL0D00352g		Ortholog(s) have ATPase-coupled transmembrane transporter activity, role in fatty acid transmembrane transport and integral component of peroxisomal membrane, peroxisome localization	1.333	2.900e-05	1.067	4.658e-04	1.371	1.609e-05	1.046	8.230e-04	1.501	1.33	3.221	1.72	0	0	1	0	PXA2	TRANSPORT / TRAFFICKING	PEROXISOME	F4	CAGL0D00352g	Type II	UP	0	UP	UP
CAGL0D00418g		Ortholog(s) have role in long-chain fatty acid transport	0.624	7.035e-03	0.664	4.732e-02	-1.481	3.381e-05	-1.109	3.322e-03	0.672	0.799	-3.827	-2.049	0	0	-1	-1	FAT3	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0D00418g	OFF	0	0	DOWN	DOWN
CAGL0D00704g		Ortholog(s) have endoplasmic reticulum, plasma membrane localization	1.949	1.115e-04	0.541	9.411e-02	0.306	1.545e-01	0.178	5.430e-01	2.22	0.638	0.589	0.203	1	0	0	0	YET3	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	CAGL0D00704g	OFF	UP	0	0	0
CAGL0D02640g		Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	0.808	1.095e-01	2.021	6.135e-06	-1.227	1.649e-04	0.322	3.515e-01	0.887	2.583	-3.199	0.455	0	1	-1	0		TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0D02640g	Type I	0	UP	DOWN	0
CAGL0D02662g		Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	0.822	2.158e-01	0.445	3.316e-01	-2.447	7.216e-05	-0.738	5.975e-02	0.904	0.511	-6.213	-1.399	0	0	-1	0		TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0D02662g	OFF	0	0	DOWN	0
CAGL0D04708g		Ortholog(s) have copper ion transmembrane transporter activity, role in copper ion import, copper ion transport, iron ion transmembrane transport and plasma membrane localization	1.061	2.489e-03	1.98	1.330e-05	-0.606	1.474e-03	1.713	2.527e-04	1.183	2.53	-1.665	2.888	0	1	0	1	CTR1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0D04708g	SWITCH	0	UP	DOWN	UP
CAGL0E04092g	SIT1	Putative siderophore-iron transporter with 14 transmembrane domains; required for iron-dependent survival in macrophages; mRNA levels elevated under iron deficiency conditions; plasma membrane localized	2.767	3.665e-05	3.777	3.943e-06	-1.912	2.448e-04	0.213	4.925e-01	3.175	4.892	-4.892	0.263	1	1	-1	0	ARN1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0E04092g	Type I	UP	UP	DOWN	0
CAGL0E05346g		Ortholog(s) have fungal-type vacuole membrane, vacuolar proton-transporting V-type ATPase, V1 domain localization	0.947	3.721e-04	1.501	3.118e-04	-0.458	9.216e-03	1.345	6.259e-03	1.05	1.9	-1.299	2.243	0	0	0	1	VMA4	TRANSPORT / TRAFFICKING	VACUOLAR MEMBRANE	F4	CAGL0E05346g	Type II	0	UP	0	UP
CAGL0F00187g	FET4	Has domain(s) with predicted role in transmembrane transport	2.351	1.608e-05	2.02	1.090e-05	-1.878	2.451e-05	-1.037	7.206e-04	2.689	2.582	-4.808	-1.922	1	1	-1	0		TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0F00187g	Type I	UP	UP	DOWN	DOWN
CAGL0F00209g		Has domain(s) with predicted role in transmembrane transport and integral component of plasma membrane localization	1.262	4.053e-03	0.342	3.326e-01	2.209	3.077e-05	1.612	4.799e-04	1.417	0.377	5.292	2.712	0	0	1	1		TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0F00209g	OFF	0	0	UP	UP
CAGL0F00231g		Ortholog(s) have inorganic phosphate transmembrane transporter activity, role in phosphate ion transmembrane transport and integral component of mitochondrial inner membrane, mitochondrion, plasma membrane localization	-0.991	2.797e-02	-1.853	9.425e-04	0.666	1.012e-01	1.677	1.165e-03	-1.215	-2.509	1.479	2.824	0	-1	0	1	MIR1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0F00231g	Type I	0	DOWN	0	UP
CAGL0F01419g	AUS1	ATP-binding cassette transporter involved in sterol uptake	3.463	3.011e-06	2.953	3.298e-06	-0.922	2.094e-03	-2.152	2.984e-05	3.989	3.809	-2.445	-3.872	1	1	-1	-1	AUS1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0F01419g	Type I	UP	UP	DOWN	DOWN
CAGL0F02513g		Ortholog(s) have role in protein secretion	0.036	8.700e-01	-0.168	5.383e-01	0.557	4.086e-02	1.299	2.411e-03	-0.015	-0.294	1.209	2.164	0	0	0	1	NCE101	TRANSPORT / TRAFFICKING	INTRACELLULAR TRANSPORT	F4	CAGL0F02513g	OFF	0	0	0	UP
CAGL0F05687g		Ortholog of S. cerevisiae : YDR186C and Saccharomyces cerevisiae S288C : YDR186C	2.283	1.814e-05	1.856	6.353e-05	0.165	4.023e-01	-1	5.129e-03	2.61	2.367	0.239	-1.859	1	1	0	0	YDR186C	TRANSPORT / TRAFFICKING	INTRACELLULAR TRANSPORT	F4	CAGL0F05687g	Type I	UP	UP	0	DOWN
CAGL0F08019g	PEX21	Ortholog(s) have role in positive regulation of binding, protein import into peroxisome matrix and cytosol, peroxisome localization	0.281	1.102e-01	0.846	1.494e-03	0.887	2.147e-03	0.188	3.742e-01	0.271	1.038	2.025	0.22	0	0	1	0	PEX21	TRANSPORT / TRAFFICKING	PEROXISOME	F4	CAGL0F08019g	OFF	0	0	UP	0
CAGL0F08085g		Ortholog(s) have pyruvate transmembrane transporter activity, role in mitochondrial pyruvate transmembrane transport and mitochondrial membrane, plasma membrane localization	2.482	4.369e-05	2.167	3.857e-04	0.148	3.460e-01	0.566	1.619e-01	2.843	2.775	0.198	0.882	1	1	0	0	MPC3	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0F08085g	OFF	UP	UP	0	0
CAGL0G01166g		Protein of unknown function	-1.644	2.266e-05	0.458	2.757e-02	-0.954	4.958e-05	0.346	1.279e-01	-1.977	0.529	-2.525	0.497	0	0	-1	0		TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0G01166g	Type II	DOWN	0	DOWN	0
CAGL0G02409g	SRP40	Ortholog(s) have nucleolus localization	-1.085	7.546e-04	-1.453	1.721e-04	-0.362	1.646e-02	-1.384	2.464e-04	-1.325	-1.983	-1.061	-2.53	0	0	0	-1	SRP40	TRANSPORT / TRAFFICKING	RIBOSOMAL BIOGENESIS	F4	CAGL0G02409g	Type II	0	DOWN	0	DOWN
CAGL0G06468g		Putative protein; gene is downregulated in azole-resistant strain	0.495	4.745e-03	0.038	8.844e-01	-0.335	4.495e-02	-1.203	4.356e-04	0.522	-0.024	-0.995	-2.213	0	0	0	-1	YNL095C	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0G06468g	OFF	0	0	0	DOWN
CAGL0G08019g		Ortholog(s) have role in cellular response to biotic stimulus, cellular response to starvation and filamentous growth of a population of unicellular organisms in response to biotic stimulus, more	1.01	6.041e-03	1.776	3.611e-05	0.773	2.023e-03	0.911	5.610e-03	1.123	2.261	1.742	1.484	0	1	0	0	YDR090C	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0G08019g	Type II	0	UP	UP	0
CAGL0H00440g		Has domain(s) with predicted role in transmembrane transport and integral component of plasma membrane localization	-1.039	5.474e-04	-0.379	7.723e-02	-0.785	8.969e-04	-0.959	2.528e-03	-1.27	-0.572	-2.108	-1.786	0	0	-1	0	YJR124C	TRANSPORT / TRAFFICKING	UNKNOWN	F4	CAGL0H00440g	OFF	0	0	DOWN	DOWN
CAGL0H00506g	ATP2	F1F0-ATPase complex, F1 beta subunit; expression upregulated in biofilm vs planktonic cell culture; protein abundance decreased in ace2 mutant cells	-0.736	1.292e-02	-0.5	4.002e-02	0.381	5.999e-02	1.456	7.223e-05	-0.916	-0.73	0.773	2.438	0	0	0	1	ATP2	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0H00506g	OFF	0	0	0	UP
CAGL0H04191g		Ortholog(s) have proton-transporting ATP synthase activity, rotational mechanism activity and role in ATP synthesis coupled proton transport, mitochondrial proton-transporting ATP synthase complex assembly, protein complex oligomerization	0.356	2.772e-02	-0.076	7.760e-01	1.037	4.437e-05	0.652	1.889e-02	0.36	-0.173	2.394	1.033	0	0	1	0	ATP18	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0H04191g	OFF	0	0	UP	0
CAGL0H08822g	MMT2	Ortholog(s) have role in cellular iron ion homeostasis and mitochondrion localization	-1.692	2.226e-05	-0.751	3.714e-03	-0.439	4.000e-02	-0.413	5.855e-02	-2.033	-1.061	-1.252	-0.831	-1	0	0	0	MMT1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0H08822g	OFF	DOWN	0	0	0
CAGL0H10076g		Ortholog(s) have plasma membrane localization	-0.071	7.302e-01	-2.392	5.829e-06	0.898	5.687e-05	-1.063	1.092e-03	-0.14	-3.217	2.05	-1.968	0	-1	1	0	YRO2	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0H10076g	SWITCH	0	DOWN	UP	DOWN
CAGL0I00286g		Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	0.817	5.344e-02	2.665	5.829e-06	-0.644	2.030e-03	0.907	1.025e-02	0.897	3.429	-1.758	1.478	0	1	0	0		TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0I00286g	Type I	0	UP	DOWN	0
CAGL0I00462g		Ortholog(s) have role in cotranslational protein targeting to membrane and endoplasmic reticulum membrane localization	-0.258	4.418e-02	-0.082	7.168e-01	0.83	2.566e-04	1.254	3.414e-04	-0.358	-0.181	1.883	2.085	0	0	0	1	HRI1	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	CAGL0I00462g	OFF	0	0	UP	UP
CAGL0I01980g		Putative activator of transcription; gene is upregulated in azole-resistant strain	0.866	4.980e-03	-0.344	7.571e-02	1.057	6.059e-04	0.473	2.539e-02	0.955	-0.526	2.443	0.719	0	0	1	0	YSP1	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	CAGL0I01980g	OFF	0	0	UP	0
CAGL0I02134g	PEX21B	Ortholog(s) have role in protein import into peroxisome matrix and cytosol, peroxisome localization	2.12	3.952e-04	2.471	5.079e-05	2.208	1.081e-05	2.094	2.140e-04	2.42	3.175	5.289	3.554	1	1	1	1	PEX18	TRANSPORT / TRAFFICKING	PEROXISOME	F4	CAGL0I02134g	Type II	UP	UP	UP	UP
CAGL0I02508g		Ortholog(s) have copper ion transmembrane transporter activity and role in cellular copper ion homeostasis, copper ion import, protein maturation by copper ion transfer	1.434	1.354e-04	1.881	3.451e-05	-0.718	5.230e-03	-0.564	3.022e-02	1.618	2.4	-1.941	-1.095	0	1	0	0	CTR2	TRANSPORT / TRAFFICKING	VACUOLAR MEMBRANE	F4	CAGL0I02508g	Type I	UP	UP	DOWN	0
CAGL0I04004g		Protein of unknown function	-0.601	9.557e-03	-0.098	6.274e-01	-1.105	4.060e-05	-0.155	5.633e-01	-0.759	-0.203	-2.897	-0.379	0	0	-1	0		TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0I04004g	OFF	0	0	DOWN	0
CAGL0I04686g		Ortholog(s) have ATPase activity, proton-transporting ATP synthase activity, rotational mechanism, proton-transporting ATPase activity, rotational mechanism activity and role in ATP synthesis coupled proton transport	-0.632	3.442e-02	-0.33	9.910e-02	0.175	5.291e-01	1.721	6.968e-05	-0.795	-0.508	0.266	2.902	0	0	0	1	ATP3	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0I04686g	OFF	0	0	0	UP
CAGL0I06743g	FTR1	Putative ferrous iron transmembrane transporter involved in iron uptake	3.61	7.646e-07	3.888	1.775e-07	-3.748	8.082e-08	-2.394	1.027e-05	4.161	5.037	-9.427	-4.297	1	1	-1	-1	FTR1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0I06743g	Type I	UP	UP	DOWN	DOWN
CAGL0I07969g		Ortholog(s) have role in ATP synthesis coupled proton transport, protein complex oligomerization and mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), plasma membrane localization	-1.245	5.135e-05	-1.22	2.406e-04	0.53	2.870e-03	2.276	8.751e-05	-1.511	-1.677	1.142	3.874	0	0	0	1	ATP19	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0I07969g	Type I	DOWN	DOWN	0	UP
CAGL0I09086g		Has domain(s) with predicted role in transmembrane transport and integral component of plasma membrane localization	2.416	7.070e-06	1.949	4.928e-06	0.059	6.621e-01	-0.453	5.429e-02	2.766	2.488	-0.023	-0.901	1	1	0	0		TRANSPORT / TRAFFICKING	UNKNOWN	F4	CAGL0I09086g	OFF	UP	UP	0	0
CAGL0I09702g		Ortholog(s) have riboflavin transmembrane transporter activity, role in riboflavin transport and plasma membrane localization	1.23	4.369e-05	2.555	1.882e-06	0.752	3.050e-04	1.042	5.922e-04	1.38	3.285	1.69	1.715	0	1	0	0	MCH5	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0I09702g	Type II	0	UP	UP	UP
CAGL0I09724g		Has domain(s) with predicted role in transmembrane transport and integral component of plasma membrane localization	-0.228	4.616e-01	2.222	2.529e-05	0.543	1.231e-02	-0.091	7.877e-01	-0.323	2.847	1.173	-0.268	0	1	0	0		TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0I09724g	OFF	0	UP	0	0
CAGL0I10010g		Ortholog(s) have SNARE binding, chaperone binding activity and role in amino acid transport, intracellular protein transport, protein folding, protein localization to nucleus, regulation of pH, retrograde transport, endosome to Golgi	0.398	3.316e-01	-0.22	2.693e-01	1.267	2.474e-03	-0.514	1.966e-02	0.408	-0.362	2.964	-1.007	0	0	1	0	BTN2	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	CAGL0I10010g	OFF	0	0	UP	0
CAGL0I10384g	TPO3	Predicted polyamine transporter of the major facilitator superfamily; required for azole resistance	1.444	1.803e-04	-1.122	7.533e-04	0.089	5.816e-01	-1.382	3.935e-04	1.63	-1.548	0.053	-2.525	0	0	0	-1	TPO2	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0I10384g	SWITCH	UP	DOWN	0	DOWN
CAGL0I10747g		Ortholog(s) have ammonium transmembrane transporter activity, role in ammonium transport, nitrogen utilization and plasma membrane localization	-0.781	5.176e-03	0.448	4.620e-02	-1.125	1.335e-04	0.052	8.579e-01	-0.97	0.515	-2.947	-0.018	0	0	-1	0	MEP1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0I10747g	OFF	0	0	DOWN	0
CAGL0J00363g		Putative protein of major facilitator superfamily; gene is downregulated in azole-resistant strain	-1.041	4.967e-04	-0.288	1.785e-01	-0.892	1.269e-03	-0.903	3.583e-03	-1.273	-0.452	-2.371	-1.687	0	0	-1	0	YHK8	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0J00363g	OFF	0	0	DOWN	DOWN
CAGL0J07980g		Ortholog(s) have copper chaperone activity and role in cellular copper ion homeostasis, cellular iron ion homeostasis, cellular response to oxidative stress, copper ion transport, regulation of iron ion transmembrane transport	2.854	3.078e-05	1.783	3.945e-04	0.158	5.710e-01	0.434	1.477e-01	3.277	2.271	0.223	0.652	1	1	0	0	ATX1	TRANSPORT / TRAFFICKING	INTRACELLULAR TRANSPORT	F4	CAGL0J07980g	OFF	UP	UP	0	0
CAGL0J09944g	AQR1	Plasma membrane drug:H+ antiporter involved in resistance to drugs and acetic acid	-0.523	7.190e-03	-0.039	8.954e-01	1.248	2.176e-04	2.485	3.392e-05	-0.668	-0.124	2.917	4.239	0	0	1	1	AQR1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0J09944g	OFF	0	0	UP	UP
CAGL0K00715g	RTA1	Putative protein involved in 7-aminocholesterol resistance; gene is upregulated in azole-resistant strain	-1.486	1.522e-05	-1.275	2.766e-04	0.967	4.958e-05	0.119	6.378e-01	-1.792	-1.749	2.222	0.1	0	0	1	0	RTA1	TRANSPORT / TRAFFICKING	INTRACELLULAR TRANSPORT	F4	CAGL0K00715g	Type I	DOWN	DOWN	UP	0
CAGL0K01749g		Ortholog(s) have lipid binding, sterol transfer activity and role in ER to Golgi ceramide transport, endocytosis, exocytosis, maintenance of cell polarity, piecemeal microautophagy of the nucleus, sterol transport	0.931	2.521e-04	0.384	1.902e-01	1.232	3.381e-05	1.442	1.266e-03	1.031	0.431	2.875	2.414	0	0	1	1	OSH2	TRANSPORT / TRAFFICKING	INTRACELLULAR TRANSPORT	F4	CAGL0K01749g	OFF	0	0	UP	UP
CAGL0K04367g		Ortholog(s) have L-methionine secondary active transmembrane transporter activity, role in methionine import across plasma membrane, sulfur amino acid transport and plasma membrane localization	0.992	3.782e-03	1.996	1.175e-05	0.046	7.160e-01	-0.521	5.705e-02	1.102	2.55	-0.054	-1.019	0	1	0	0	MUP1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0K04367g	OFF	0	UP	0	0
CAGL0K04851g	PEX17	Ortholog(s) have role in protein import into peroxisome matrix, docking and Pex17p-Pex14p docking complex, peroxisomal importomer complex, peroxisomal membrane localization	0.726	5.015e-04	0.177	4.166e-01	0.584	1.579e-03	1.784	1.711e-04	0.792	0.159	1.274	3.013	0	0	0	1	PEX17	TRANSPORT / TRAFFICKING	PEROXISOME	F4	CAGL0K04851g	OFF	0	0	0	UP
CAGL0K05753g		Ortholog(s) have L-proline transmembrane transporter activity, amino acid transmembrane transporter activity and role in amino acid transport, transmembrane transport	-0.79	3.332e-02	0.41	1.127e-01	-0.238	3.098e-01	1.31	5.373e-04	-0.98	0.466	-0.756	2.183	0	0	0	1	GNP1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0K05753g	OFF	0	0	0	UP
CAGL0K07436g		Ortholog(s) have DNA binding, tricarboxylate secondary active transmembrane transporter activity	-0.419	1.369e-02	0.601	7.580e-03	0.078	4.735e-01	1.207	3.201e-04	-0.546	0.716	0.024	2.003	0	0	0	1	YHM2	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0K07436g	OFF	0	0	0	UP
CAGL0K08206g		Protein of unknown function	0.967	1.475e-03	0.107	6.348e-01	0.533	1.787e-03	1.751	3.035e-05	1.073	0.068	1.149	2.955	0	0	0	1		TRANSPORT / TRAFFICKING	UNKNOWN	F4	CAGL0K08206g	OFF	0	0	0	UP
CAGL0K09988g		Ortholog(s) have role in vesicle-mediated transport and integral component of Golgi membrane localization	0.335	6.694e-02	0.38	8.893e-02	-0.903	7.354e-04	-0.278	2.808e-01	0.335	0.426	-2.398	-0.594	0	0	-1	0	TVP23	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	CAGL0K09988g	OFF	0	0	DOWN	0
CAGL0K10362g		Ortholog(s) have L-ornithine transmembrane transporter activity, role in arginine biosynthetic process, mitochondrial L-ornithine transmembrane transport and mitochondrial envelope localization	-2.752	7.835e-06	-0.97	6.244e-04	-0.43	2.274e-02	-0.766	5.772e-03	-3.272	-1.349	-1.23	-1.448	-1	0	0	0	ORT1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0K10362g	OFF	DOWN	0	0	0
CAGL0K11616g		Putative mitochondrial inner membrane transporter; gene is upregulated in azole-resistant strain	-0.892	2.546e-02	2.287	1.118e-05	-0.917	4.807e-04	1.002	2.200e-03	-1.098	2.933	-2.434	1.645	0	1	-1	0	OAC1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0K11616g	SWITCH	0	UP	DOWN	UP
CAGL0L02079g		Ortholog(s) have tricarboxylate secondary active transmembrane transporter activity, role in mitochondrial citrate transmembrane transport, transmembrane transport and plasma membrane localization	-1.709	3.033e-04	-1.208	4.448e-04	-0.304	2.316e-01	0.211	4.030e-01	-2.054	-1.661	-0.917	0.26	-1	0	0	0	CTP1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0L02079g	OFF	DOWN	DOWN	0	0
CAGL0L03267g	GAP1	Ortholog(s) have L-proline transmembrane transporter activity, amino acid transmembrane transporter activity, beta-alanine transmembrane transporter activity, polyamine transmembrane transporter activity	1.389	8.008e-05	1.203	3.118e-04	1.352	3.381e-05	0.687	1.187e-02	1.566	1.509	3.173	1.094	0	0	1	0	GAP1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0L03267g	Type II	UP	UP	UP	0
