C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29
CAGL0E05588g		Ortholog(s) have DNA-directed DNA polymerase activity, deoxycytidyl transferase activity and role in error-free translesion synthesis, error-prone translesion synthesis	1.64e+00	3.53e-05	1.81e+00	5.05e-05	1.41e-01	3.79e-01	-8.92e-01	5.42e-03	1.86e+00	2.31e+00	1.81e-01	-1.67e+00	0	1	0	0	REV1	STRESS RESPONSE	_	Others	CAGL0E05588g	Type I	UP	UP	0	DOWN
CAGL0E06072g		Ortholog of S. cerevisiae : YMR181C and Saccharomyces cerevisiae S288C : YMR181C	2.01e+00	1.13e-05	1.23e+00	4.86e-04	-2.98e-01	2.82e-02	7.64e-01	1.86e-02	2.29e+00	1.54e+00	-9.05e-01	1.23e+00	1	0	0	0	YMR181C	UNCLASSIFIED	_	Others	CAGL0E06072g	OFF	UP	UP	0	0
CAGL0F01463g	TIR1	Putative GPI-linked cell wall mannoprotein of the Srp1p/Tip1p family	2.07e+00	5.83e-05	4.35e-01	1.75e-01	-7.37e-02	8.19e-01	-1.04e+00	5.13e-03	2.36e+00	4.99e-01	-3.50e-01	-1.93e+00	1	0	0	0	TIR2	STRESS RESPONSE	_	Others	CAGL0F01463g	Type I	UP	0	0	DOWN
CAGL0F01485g	TIR2	Putative GPI-linked cell wall mannoprotein of the Srp1p/Tip1p family	1.92e+00	1.13e-04	1.41e+00	1.30e-04	2.16e-01	2.09e-01	5.07e-02	8.38e-01	2.19e+00	1.79e+00	3.67e-01	-1.99e-02	1	0	0	0	TIR4	MEMBRANE / CELL WALL	_	Others	CAGL0F01485g	OFF	UP	UP	0	0
CAGL0F02145g	PHM1	Ortholog(s) have calmodulin binding activity and role in lysosomal microautophagy, polyphosphate metabolic process, protein localization, vacuolar transport, vacuole fusion, non-autophagic	4.72e-01	9.74e-03	5.51e-01	1.08e-02	3.46e-01	8.83e-03	1.21e+00	7.78e-04	4.95e-01	6.51e-01	6.87e-01	2.01e+00	0	0	0	1	VTC2	MEMBRANE / CELL WALL	_	Others	CAGL0F02145g	OFF	0	0	0	UP
CAGL0F04191g		Ortholog of S. cerevisiae : YBL029C-A, C. albicans SC5314 : C1_02060W_A, C. dubliniensis CD36 : Cd36_01920, C. parapsilosis CDC317 : CPAR2_108200 and C. auris B8441 : B9J08_000493	1.52e+00	9.04e-05	3.71e-01	1.07e-01	1.52e+00	3.38e-05	6.80e-01	3.51e-02	1.72e+00	4.14e-01	3.59e+00	1.08e+00	0	0	1	0	YBL029C-A	UNCLASSIFIED	_	Others	CAGL0F04191g	Type II	UP	0	UP	0
CAGL0F04631g		Ortholog of S. cerevisiae : MOH1, C. albicans SC5314 : C4_03430W_A/MOH1, C. dubliniensis CD36 : Cd36_43220, C. parapsilosis CDC317 : CPAR2_403470 and C. auris B8441 : B9J08_003595	3.08e+00	1.20e-04	3.95e+00	1.09e-05	6.09e-01	7.70e-03	1.02e-02	9.83e-01	3.54e+00	5.11e+00	1.34e+00	-9.08e-02	1	1	0	0	MOH1	UNCLASSIFIED	_	Others	CAGL0F04631g	OFF	UP	UP	0	0
CAGL0F04807g		Ortholog(s) have role in pathogenesis and cell surface, hyphal cell wall, integral component of mitochondrial outer membrane, membrane, mitochondrial outer membrane, mitochondrion, plasma membrane localization	1.81e+00	9.90e-05	1.37e+00	1.54e-03	4.82e-01	1.91e-03	6.15e-01	4.05e-02	2.05e+00	1.73e+00	1.02e+00	9.68e-01	1	0	0	0	OM45	UNCLASSIFIED	_	Others	CAGL0F04807g	OFF	UP	UP	0	0
CAGL0F05093g		Ortholog(s) have role in microtubule-based process	1.34e-01	3.24e-01	1.78e-01	4.48e-01	1.42e+00	4.06e-05	1.66e+00	6.18e-05	9.94e-02	1.61e-01	3.33e+00	2.80e+00	0	0	1	1	BER1	UNCLASSIFIED	_	Others	CAGL0F05093g	OFF	0	0	UP	UP
CAGL0F05709g		Ortholog(s) have role in bipolar cellular bud site selection, cellular cation homeostasis and nucleus localization	-1.54e+00	3.97e-05	-7.25e-01	7.35e-03	1.36e+00	2.86e-05	6.25e-01	1.53e-02	-1.85e+00	-1.03e+00	3.19e+00	9.84e-01	0	0	1	0	ATC1	UNCLASSIFIED	_	Others	CAGL0F05709g	Type I	DOWN	0	UP	0
CAGL0F07953g		Ortholog of S. cerevisiae : SPG1 and Saccharomyces cerevisiae S288C : YGR236C	4.55e+00	1.29e-05	2.20e+00	3.53e-04	8.22e-01	1.98e-02	1.11e+00	1.88e-02	5.26e+00	2.82e+00	1.86e+00	1.84e+00	1	1	0	0	SPG1	UNCLASSIFIED	_	Others	CAGL0F07953g	OFF	UP	UP	0	0
CAGL0F08217g		Ortholog(s) have cytoplasmic stress granule localization	2.51e+00	6.54e-06	7.14e-01	7.02e-03	8.99e-01	3.07e-04	1.97e-01	3.76e-01	2.87e+00	8.66e-01	2.05e+00	2.35e-01	1	0	1	0	YGR250C	UNCLASSIFIED	_	Others	CAGL0F08217g	Type II	UP	0	UP	0
CAGL0G01122g		Putative protein; gene is upregulated in azole-resistant strain	2.46e+00	1.08e-06	2.41e+00	7.55e-06	9.22e-01	1.04e-04	5.48e-01	4.54e-02	2.82e+00	3.10e+00	2.11e+00	8.50e-01	1	1	1	0	YLR346C	UNCLASSIFIED	_	Others	CAGL0G01122g	Type II	UP	UP	UP	0
CAGL0G02849g		Ortholog(s) have endoplasmic reticulum, nuclear envelope localization	3.34e+00	1.86e-05	1.64e+00	4.85e-05	8.93e-01	5.01e-04	8.24e-01	4.88e-03	3.85e+00	2.09e+00	2.04e+00	1.33e+00	1	1	1	0	UIP4	UNCLASSIFIED	_	Others	CAGL0G02849g	Type II	UP	UP	UP	0
CAGL0G03289g	SSA3	Heat shock protein of the HSP70 family	3.80e+00	1.29e-05	2.37e+00	1.09e-05	7.89e-01	1.34e-04	-4.69e-01	8.44e-02	4.38e+00	3.04e+00	1.78e+00	-9.29e-01	1	1	0	0	SSA4	STRESS RESPONSE	_	Others	CAGL0G03289g	Type II	UP	UP	UP	0
CAGL0G04433g		Ortholog of S. cerevisiae : PRM10, C. albicans SC5314 : C7_01940C_A, C. dubliniensis CD36 : Cd36_71750, C. parapsilosis CDC317 : CPAR2_703450 and C. auris B8441 : B9J08_001559	8.70e-01	9.95e-04	1.98e+00	5.83e-06	4.36e-01	1.42e-02	-5.31e-01	1.67e-02	9.59e-01	2.53e+00	9.10e-01	-1.04e+00	0	1	0	0	PRM10	UNCLASSIFIED	_	Others	CAGL0G04433g	OFF	0	UP	0	0
CAGL0G05566g		Ortholog(s) have role in ascospore formation, cellular response to drug, fungal-type cell wall organization	-3.88e-01	1.88e-01	-1.59e+00	5.69e-04	-7.42e-02	8.05e-01	2.04e-01	5.56e-01	-5.10e-01	-2.17e+00	-3.51e-01	2.48e-01	0	-1	0	0	FMP45	MEMBRANE / CELL WALL	_	Others	CAGL0G05566g	OFF	0	DOWN	0	0
CAGL0G05830g		Ortholog(s) have DNA binding activity	2.32e+00	6.62e-05	6.07e-01	5.82e-03	6.75e-01	1.95e-03	1.04e+00	6.37e-04	2.66e+00	7.25e-01	1.50e+00	1.71e+00	1	0	0	0	CRP1	UNCLASSIFIED	_	Others	CAGL0G05830g	Type II	UP	0	0	UP
CAGL0G05962g		Has domain(s) with predicted integral component of membrane localization	2.04e+00	3.38e-05	6.64e-01	8.00e-03	4.18e-01	3.42e-02	2.04e-01	4.05e-01	2.32e+00	7.99e-01	8.65e-01	2.47e-01	1	0	0	0	YHR140W	UNCLASSIFIED	_	Others	CAGL0G05962g	OFF	UP	0	0	0
CAGL0G06006g		Ortholog(s) have endopeptidase inhibitor activity and role in vacuole fusion, non-autophagic	2.03e+00	9.37e-05	1.21e+00	2.05e-03	-7.51e-01	1.13e-02	7.76e-01	1.31e-01	2.31e+00	1.51e+00	-2.02e+00	1.25e+00	1	0	-1	0	YHR138C	UNCLASSIFIED	_	Others	CAGL0G06006g	OFF	UP	UP	0	0
CAGL0G06050g		Protein of unknown function	1.85e-01	4.74e-01	1.07e-01	7.52e-01	1.80e+00	3.38e-05	3.57e+00	1.43e-05	1.60e-01	6.77e-02	4.28e+00	6.13e+00	0	0	1	1		UNCLASSIFIED	_	Others	CAGL0G06050g	OFF	0	0	UP	UP
CAGL0G06798g		Ortholog(s) have role in iron ion homeostasis and cytoplasm, nucleus localization	6.11e+00	1.65e-07	5.83e+00	1.33e-07	-1.69e-01	5.20e-01	5.46e-01	2.04e-01	7.08e+00	7.59e+00	-5.85e-01	8.46e-01	1	1	0	0	LSO1	UNCLASSIFIED	_	Others	CAGL0G06798g	OFF	UP	UP	0	0
CAGL0G06952g	PHM3	Ortholog(s) have calmodulin binding, inositol hexakisphosphate binding, polyphosphate kinase activity	7.53e-01	1.80e-03	3.60e-01	8.36e-02	3.95e-01	4.39e-03	1.23e+00	3.36e-04	8.22e-01	4.00e-01	8.09e-01	2.04e+00	0	0	0	1	VTC4	MEMBRANE / CELL WALL	_	Others	CAGL0G06952g	OFF	0	0	0	UP
CAGL0G07711g		Protein of unknown function	-6.13e-01	3.88e-03	-6.37e-01	5.44e-03	4.69e-01	6.49e-03	1.22e+00	2.46e-04	-7.73e-01	-9.11e-01	9.92e-01	2.03e+00	0	0	0	1		MEMBRANE / CELL WALL	_	Others	CAGL0G07711g	OFF	0	0	0	UP
CAGL0G10175g	AWP6	Adhesin-like protein; identified in cell wall extracts by mass spectrometry; belongs to adhesin cluster IV; predicted GPI anchor	3.20e+00	1.72e-05	3.62e+00	1.12e-05	-8.68e-01	9.20e-03	-1.03e+00	1.31e-02	3.68e+00	4.69e+00	-2.31e+00	-1.90e+00	1	1	-1	0		STRESS RESPONSE	_	Others	CAGL0G10175g	Type I	UP	UP	DOWN	0
CAGL0H00572g		Has domain(s) with predicted integral component of membrane localization	3.84e-01	7.77e-02	1.28e-02	9.76e-01	-1.20e+00	2.26e-04	-6.43e-01	4.38e-02	3.92e-01	-5.64e-02	-3.14e+00	-1.23e+00	0	0	-1	0	TDA4	UNCLASSIFIED	_	Others	CAGL0H00572g	OFF	0	0	DOWN	0
CAGL0H00594g		Ortholog(s) have structural molecule activity, role in protein localization to spindle pole body, spindle pole body duplication and central plaque of spindle pole body localization	6.23e-01	6.81e-03	5.43e-01	1.03e-01	-9.31e-01	9.22e-05	-3.48e-01	3.23e-01	6.71e-01	6.40e-01	-2.47e+00	-7.18e-01	0	0	-1	0	BBP1	UNCLASSIFIED	_	Others	CAGL0H00594g	OFF	0	0	DOWN	0
CAGL0H00825g		Has domain(s) with predicted nucleoside-triphosphatase activity, nucleotide binding activity	4.58e-02	6.96e-01	1.83e+00	7.15e-06	-2.24e-01	4.19e-02	6.62e-02	7.80e-01	-3.24e-03	2.33e+00	-7.20e-01	7.19e-03	0	1	0	0	YPL245W	UNCLASSIFIED	_	Others	CAGL0H00825g	OFF	0	UP	0	0
CAGL0H02563g		Predicted GPI-linked protein	9.85e-01	1.67e-02	3.44e-01	1.81e-01	-4.59e-01	9.35e-02	1.51e+00	2.97e-02	1.09e+00	3.79e-01	-1.30e+00	2.54e+00	0	0	0	1	HOR7	MEMBRANE / CELL WALL	_	Others	CAGL0H02563g	NO	0	0	0	0
CAGL0H02893g		Has domain(s) with predicted deaminase activity and role in purine ribonucleoside monophosphate biosynthetic process	1.93e+00	3.26e-05	6.33e-01	8.71e-03	3.45e-01	1.88e-02	3.71e-01	9.06e-02	2.20e+00	7.59e-01	6.85e-01	5.40e-01	1	0	0	0	YJL070C	UNCLASSIFIED	_	Others	CAGL0H02893g	OFF	UP	0	0	0
CAGL0H07337g		Protein of unknown function	-2.06e-01	7.81e-01	-9.23e-01	6.45e-03	-1.63e+00	1.01e-03	-3.00e+00	1.90e-06	-2.97e-01	-1.29e+00	-4.21e+00	-5.35e+00	0	0	-1	-1		UNCLASSIFIED	_	Others	CAGL0H07337g	OFF	0	0	DOWN	DOWN
CAGL0H08624g	MCM16	Ortholog(s) have role in chromosome segregation, establishment of mitotic sister chromatid cohesion and condensed nuclear chromosome kinetochore localization	4.52e-01	1.16e-02	-3.43e-01	6.15e-01	1.21e+00	1.01e-04	5.09e-01	4.56e-01	4.72e-01	-5.25e-01	2.83e+00	7.82e-01	0	0	1	0	MCM16	UNCLASSIFIED	_	Others	CAGL0H08624g	OFF	0	0	UP	0
CAGL0H08844g		Putative adhesin-like protein	3.19e+00	5.95e-07	3.20e+00	1.77e-07	-1.95e-01	1.91e-01	4.93e-01	6.18e-02	3.67e+00	4.13e+00	-6.48e-01	7.54e-01	1	1	0	0	DDR48	STRESS RESPONSE	_	Others	CAGL0H08844g	OFF	UP	UP	0	0
CAGL0H09592g		Putative GPI-linked cell wall protein	3.96e+00	5.88e-06	2.65e+00	5.25e-05	-1.60e+00	6.06e-04	-2.48e+00	8.75e-05	4.57e+00	3.41e+00	-4.12e+00	-4.45e+00	1	1	-1	-1		STRESS RESPONSE	_	Others	CAGL0H09592g	Type I	UP	UP	DOWN	DOWN
CAGL0H09614g		Putative GPI-linked cell wall protein	3.92e+00	6.99e-06	2.76e+00	2.43e-05	-1.52e+00	3.46e-04	-2.30e+00	9.27e-05	4.53e+00	3.55e+00	-3.92e+00	-4.13e+00	1	1	-1	-1	TIR1	STRESS RESPONSE	_	Others	CAGL0H09614g	Type I	UP	UP	DOWN	DOWN
CAGL0H09966g		Ortholog of S. cerevisiae : FMP23 and Saccharomyces cerevisiae S288C : YBR047W	4.32e+00	2.11e-07	4.29e+00	6.11e-08	-6.46e-01	1.46e-03	-2.90e-01	1.94e-01	4.99e+00	5.56e+00	-1.76e+00	-6.16e-01	1	1	0	0	FMP23	UNCLASSIFIED	_	Others	CAGL0H09966g	Type I	UP	UP	DOWN	0
CAGL0H10010g		Protein of unknown function	2.73e+00	4.78e-05	1.52e+00	2.75e-04	5.06e-01	3.84e-02	7.13e-01	9.72e-02	3.14e+00	1.93e+00	1.08e+00	1.14e+00	1	0	0	0		UNCLASSIFIED	_	Others	CAGL0H10010g	OFF	UP	UP	0	0
CAGL0I00550g		Ortholog of S. cerevisiae : YLR297W and Saccharomyces cerevisiae S288C : YLR297W	2.04e+00	4.45e-06	9.21e-01	1.06e-03	-4.83e-03	9.77e-01	-3.48e-01	8.93e-02	2.33e+00	1.14e+00	-1.79e-01	-7.18e-01	1	0	0	0	YLR297W	UNCLASSIFIED	_	Others	CAGL0I00550g	OFF	UP	0	0	0
CAGL0I02728g		Ortholog(s) have role in mitochondrial respiratory chain complex assembly and cytoplasm, mitochondrion localization	4.07e-02	7.49e-01	3.29e-02	9.38e-01	1.02e+00	7.68e-05	9.20e-01	3.37e-02	-9.27e-03	-3.00e-02	2.34e+00	1.50e+00	0	0	1	0	COX23	UNCLASSIFIED	_	Others	CAGL0I02728g	OFF	0	0	UP	0
CAGL0I04328g		Ortholog of S. cerevisiae : YJL133C-A and Saccharomyces cerevisiae S288C : YJL133C-A	1.58e+00	7.37e-05	2.81e+00	1.88e-06	-6.33e-03	9.71e-01	1.08e+00	1.14e-03	1.79e+00	3.62e+00	-1.83e-01	1.79e+00	0	1	0	0	YJL133C-A	UNCLASSIFIED	_	Others	CAGL0I04328g	Type II	UP	UP	0	UP
CAGL0I05610g		Ortholog of S. cerevisiae : YNR014W and Saccharomyces cerevisiae S288C : YNR014W	2.98e+00	6.95e-06	2.43e+00	2.76e-05	1.87e-02	9.11e-01	-5.57e-01	9.69e-02	3.43e+00	3.12e+00	-1.21e-01	-1.08e+00	1	1	0	0	YNR014W	UNCLASSIFIED	_	Others	CAGL0I05610g	OFF	UP	UP	0	0
CAGL0I05874g		Haloacid dehalogenase-like hydrolase	2.47e+00	6.86e-05	1.63e+00	1.63e-04	3.37e-01	8.64e-03	6.82e-01	2.16e-02	2.83e+00	2.07e+00	6.64e-01	1.08e+00	1	1	0	0		UNCLASSIFIED	_	Others	CAGL0I05874g	OFF	UP	UP	0	0
CAGL0I06182g	PIR2	Pir protein family member, putative cell wall component	6.84e-01	1.53e-03	-5.82e-01	5.46e-02	1.09e+00	9.58e-05	-2.31e-01	4.12e-01	7.42e-01	-8.38e-01	2.53e+00	-5.12e-01	0	0	1	0	HSP150	MEMBRANE / CELL WALL	_	Others	CAGL0I06182g	OFF	0	0	UP	0
